Создан как новый массив данных;Образец 010 полученный BalashovM Дата пятница, апреля 21 2023
cm-1;A
2792,00;0,0276
2791,00;0,0276
2790,00;0,0277
2789,00;0,0277
2788,00;0,0277
2787,00;0,0277
2786,00;0,0277
2785,00;0,0277
2784,00;0,0277
2783,00;0,0277
2782,00;0,0277
2781,00;0,0277
2780,00;0,0277
2779,00;0,0277
2778,00;0,0277
2777,00;0,0277
2776,00;0,0277
2775,00;0,0277
2774,00;0,0277
2773,00;0,0277
2772,00;0,0277
2771,00;0,0277
2770,00;0,0277
2769,00;0,0277
2768,00;0,0277
2767,00;0,0277
2766,00;0,0277
2765,00;0,0278
2764,00;0,0278
2763,00;0,0278
2762,00;0,0278
2761,00;0,0278
2760,00;0,0278
2759,00;0,0278
2758,00;0,0278
2757,00;0,0278
2756,00;0,0278
2755,00;0,0278
2754,00;0,0278
2753,00;0,0278
2752,00;0,0278
2751,00;0,0278
2750,00;0,0278
2749,00;0,0278
2748,00;0,0278
2747,00;0,0278
2746,00;0,0278
2745,00;0,0278
2744,00;0,0279
2743,00;0,0279
2742,00;0,0279
2741,00;0,0279
2740,00;0,0279
2739,00;0,0279
2738,00;0,0279
2737,00;0,0279
2736,00;0,0279
2735,00;0,0279
2734,00;0,0279
2733,00;0,0279
2732,00;0,0279
2731,00;0,0279
2730,00;0,0279
2729,00;0,0279
2728,00;0,0280
2727,00;0,0280
2726,00;0,0280
2725,00;0,0279
2724,00;0,0280
2723,00;0,0280
2722,00;0,0280
2721,00;0,0280
2720,00;0,0280
2719,00;0,0280
2718,00;0,0279
2717,00;0,0279
2716,00;0,0279
2715,00;0,0279
2714,00;0,0280
2713,00;0,0280
2712,00;0,0280
2711,00;0,0280
2710,00;0,0280
2709,00;0,0280
2708,00;0,0280
2707,00;0,0280
2706,00;0,0280
2705,00;0,0281
2704,00;0,0281
2703,00;0,0281
2702,00;0,0281
2701,00;0,0281
2700,00;0,0281
2699,00;0,0281
2698,00;0,0281
2697,00;0,0281
2696,00;0,0281
2695,00;0,0281
2694,00;0,0281
2693,00;0,0281
2692,00;0,0281
2691,00;0,0280
2690,00;0,0280
2689,00;0,0280
2688,00;0,0281
2687,00;0,0281
2686,00;0,0281
2685,00;0,0282
2684,00;0,0282
2683,00;0,0282
2682,00;0,0282
2681,00;0,0282
2680,00;0,0282
2679,00;0,0282
2678,00;0,0282
2677,00;0,0282
2676,00;0,0282
2675,00;0,0282
2674,00;0,0282
2673,00;0,0283
2672,00;0,0283
2671,00;0,0283
2670,00;0,0283
2669,00;0,0283
2668,00;0,0283
2667,00;0,0283
2666,00;0,0283
2665,00;0,0284
2664,00;0,0284
2663,00;0,0285
2662,00;0,0286
2661,00;0,0286
2660,00;0,0287
2659,00;0,0287
2658,00;0,0287
2657,00;0,0287
2656,00;0,0288
2655,00;0,0288
2654,00;0,0288
2653,00;0,0288
2652,00;0,0288
2651,00;0,0288
2650,00;0,0288
2649,00;0,0288
2648,00;0,0288
2647,00;0,0288
2646,00;0,0289
2645,00;0,0289
2644,00;0,0289
2643,00;0,0289
2642,00;0,0288
2641,00;0,0288
2640,00;0,0288
2639,00;0,0288
2638,00;0,0287
2637,00;0,0287
2636,00;0,0287
2635,00;0,0287
2634,00;0,0287
2633,00;0,0287
2632,00;0,0287
2631,00;0,0287
2630,00;0,0287
2629,00;0,0287
2628,00;0,0288
2627,00;0,0288
2626,00;0,0288
2625,00;0,0287
2624,00;0,0287
2623,00;0,0287
2622,00;0,0287
2621,00;0,0287
