Создан как новый массив данных;Образец 009 полученный BalashovM Дата пятница, апреля 21 2023
cm-1;A
2672,00;0,0293
2671,00;0,0293
2670,00;0,0293
2669,00;0,0293
2668,00;0,0293
2667,00;0,0292
2666,00;0,0292
2665,00;0,0291
2664,00;0,0290
2663,00;0,0289
2662,00;0,0289
2661,00;0,0288
2660,00;0,0287
2659,00;0,0286
2658,00;0,0285
2657,00;0,0285
2656,00;0,0284
2655,00;0,0284
2654,00;0,0283
2653,00;0,0282
2652,00;0,0282
2651,00;0,0281
2650,00;0,0280
2649,00;0,0279
2648,00;0,0279
2647,00;0,0278
2646,00;0,0278
2645,00;0,0277
2644,00;0,0277
2643,00;0,0276
2642,00;0,0275
2641,00;0,0275
2640,00;0,0274
2639,00;0,0274
2638,00;0,0274
2637,00;0,0273
2636,00;0,0273
2635,00;0,0273
2634,00;0,0272
2633,00;0,0272
2632,00;0,0271
2631,00;0,0271
2630,00;0,0270
2629,00;0,0270
2628,00;0,0269
2627,00;0,0269
2626,00;0,0268
2625,00;0,0268
2624,00;0,0267
2623,00;0,0267
2622,00;0,0266
2621,00;0,0266
