Time (min);Temperature (°C);Weight (mg);Heat Flow (mW);Temperature Difference (°C);Temperature Difference (µV);Sample Purge Flow (mL/min)
42.93766;449.1278;0.9765380;-8.459540;-1.194543;-13.41634;100.0156
42.94600;449.2133;0.9765250;-8.478828;-1.195166;-13.42386;100.0232
42.95434;449.2949;0.9764922;-8.498897;-1.195815;-13.43168;99.97670
42.96266;449.3766;0.9765158;-8.519074;-1.196467;-13.43954;100.0182
42.97100;449.4594;0.9765006;-8.539496;-1.197127;-13.44747;99.96512
42.97934;449.5422;0.9764863;-8.559866;-1.197784;-13.45539;100.0090
42.98766;449.6222;0.9764657;-8.580889;-1.198464;-13.46356;99.99901
42.99600;449.7082;0.9764408;-8.601828;-1.199139;-13.47166;100.0341
43.00434;449.7898;0.9764413;-8.621531;-1.199775;-13.47934;99.94665
43.01266;449.8731;0.9764389;-8.642701;-1.200458;-13.48753;100.0704
43.02100;449.9526;0.9764205;-8.663105;-1.201117;-13.49547;99.96301
43.02934;450.0376;0.9764082;-8.683059;-1.201760;-13.50322;100.0064
43.03766;450.1217;0.9763686;-8.703439;-1.202416;-13.51112;99.98382
43.04600;450.2019;0.9763351;-8.723547;-1.203066;-13.51895;100.0589
43.05434;450.2837;0.9762872;-8.743031;-1.203694;-13.52654;99.93731
43.06266;450.3656;0.9762589;-8.762958;-1.204336;-13.53429;100.0372
43.07100;450.4476;0.9762098;-8.782890;-1.204979;-13.54204;99.95313
43.07934;450.5321;0.9762069;-8.802922;-1.205624;-13.54981;100.0681
43.08766;450.6130;0.9761804;-8.822991;-1.206270;-13.55761;99.98688
43.09600;450.6978;0.9761414;-8.843155;-1.206918;-13.56542;99.99328
43.10434;450.7802;0.9761166;-8.864028;-1.207590;-13.57351;99.94797
43.11266;450.8608;0.9761314;-8.884207;-1.208240;-13.58135;100.0426
43.12100;450.9466;0.9761284;-8.903974;-1.208875;-13.58901;100.0241
43.12934;451.0292;0.9760945;-8.924309;-1.209529;-13.59690;100.0311
43.13766;451.1094;0.9761122;-8.944876;-1.210191;-13.60488;99.96684
43.14600;451.1956;0.9760881;-8.964780;-1.210830;-13.61259;99.98000
43.15434;451.2766;0.9760907;-8.983453;-1.211431;-13.61989;100.0398
43.16266;451.3602;0.9760639;-9.003168;-1.212064;-13.62754;99.96202
43.17100;451.4410;0.9760291;-9.023124;-1.212707;-13.63530;99.99882
43.17934;451.5256;0.9759912;-9.042852;-1.213340;-13.64296;99.95320
43.18766;451.6078;0.9759355;-9.062238;-1.213963;-13.65049;100.0263
43.19600;451.6924;0.9758828;-9.082138;-1.214601;-13.65821;100.0312
43.20434;451.7752;0.9758512;-9.102234;-1.215246;-13.66600;99.99334
43.21266;451.8540;0.9758631;-9.121300;-1.215860;-13.67344;99.98841
43.22100;451.9402;0.9758075;-9.142126;-1.216526;-13.68147;100.0413
43.22934;452.0250;0.9758261;-9.163726;-1.217218;-13.68979;99.96965
43.23766;452.1076;0.9757587;-9.185181;-1.217906;-13.69806;100.0219
43.24600;452.1892;0.9757516;-9.204804;-1.218536;-13.70569;99.95262
43.25434;452.2724;0.9757401;-9.225512;-1.219199;-13.71369;99.99219
43.26266;452.3549;0.9757297;-9.246515;-1.219872;-13.72180;100.0339
43.27100;452.4370;0.9757531;-9.266469;-1.220512;-13.72954;100.0163
43.27934;452.5212;0.9757036;-9.287168;-1.221174;-13.73752;99.96001
43.28766;452.6014;0.9756958;-9.307639;-1.221831;-13.74545;100.0114
43.29600;452.6830;0.9756288;-9.328958;-1.222514;-13.75367;100.0548
43.30434;452.7656;0.9756469;-9.349015;-1.223156;-13.76143;99.92836
43.31266;452.8496;0.9755620;-9.368850;-1.223790;-13.76910;100.0066
43.32100;452.9332;0.9756092;-9.389326;-1.224444;-13.77700;100.0180
43.32934;453.0171;0.9755572;-9.410606;-1.225124;-13.78519;99.95759
43.33766;453.0972;0.9755429;-9.430881;-1.225773;-13.79304;100.0341
43.34600;453.1798;0.9755141;-9.450880;-1.226413;-13.80078;100.0327
43.35434;453.2626;0.9754853;-9.471449;-1.227070;-13.80871;99.98841
43.36266;453.3480;0.9754719;-9.491879;-1.227721;-13.81658;99.96676
43.37100;453.4307;0.9754254;-9.512132;-1.228368;-13.82440;99.99384
43.37934;453.5132;0.9754121;-9.531796;-1.228996;-13.83202;100.0340
43.38766;453.5984;0.9753426;-9.551430;-1.229623;-13.83961;100.0074
43.39600;453.6797;0.9753316;-9.571522;-1.230265;-13.84739;99.94966
43.40434;453.7633;0.9752861;-9.593232;-1.230957;-13.85572;100.0035
43.41266;453.8428;0.9752772;-9.613701;-1.231612;-13.86364;100.0874
43.42100;453.9276;0.9752499;-9.634630;-1.232278;-13.87168;99.94451
43.42934;454.0074;0.9752369;-9.656074;-1.232963;-13.87994;100.0097
43.43766;454.0906;0.9752018;-9.677296;-1.233640;-13.88810;100.0167
43.44600;454.1730;0.9751930;-9.698543;-1.234316;-13.89626;99.99041
43.45434;454.2587;0.9751844;-9.719176;-1.234972;-13.90419;99.96561
43.46266;454.3398;0.9751856;-9.740768;-1.235661;-13.91249;100.0128
43.47100;454.4203;0.9752018;-9.762701;-1.236360;-13.92090;99.98390
43.47934;454.5054;0.9751903;-9.783722;-1.237028;-13.92896;99.98181
43.48766;454.5839;0.9751750;-9.803874;-1.237671;-13.93675;100.0259
43.49600;454.6713;0.9751856;-9.825226;-1.238348;-13.94492;100.0021
43.50434;454.7516;0.9751376;-9.846106;-1.239014;-13.95296;100.0418
43.51266;454.8378;0.9751261;-9.866649;-1.239666;-13.96085;100.0076
43.52100;454.9172;0.9751114;-9.888103;-1.240349;-13.96909;99.95476
43.52934;455.0010;0.9750731;-9.909326;-1.241024;-13.97724;99.99859
43.53766;455.0800;0.9750304;-9.931206;-1.241720;-13.98563;99.98470
43.54600;455.1652;0.9749992;-9.952231;-1.242387;-13.99369;99.99322
43.55434;455.2472;0.9749796;-9.973126;-1.243051;-14.00172;100.0567
43.56266;455.3324;0.9749210;-9.995007;-1.243745;-14.01008;100.0081
43.57100;455.4166;0.9748959;-10.01617;-1.244416;-14.01819;99.93824
43.57934;455.4956;0.9748316;-10.03702;-1.245080;-14.02622;100.0474
43.58766;455.5774;0.9748319;-10.05794;-1.245745;-14.03425;99.95090
43.59600;455.6588;0.9747968;-10.07938;-1.246425;-14.04246;99.98710
43.60434;455.7417;0.9747732;-10.10013;-1.247083;-14.05042;100.0412
43.61266;455.8257;0.9747491;-10.12071;-1.247735;-14.05832;99.99750
43.62100;455.9096;0.9747520;-10.14080;-1.248372;-14.06604;100.0152
43.62934;455.9954;0.9747538;-10.16131;-1.249020;-14.07391;100.0068
43.63766;456.0776;0.9747047;-10.18205;-1.249678;-14.08187;100.0091
43.64600;456.1570;0.9747166;-10.20206;-1.250314;-14.08959;100.0041
43.65434;456.2384;0.9746876;-10.22223;-1.250954;-14.09734;99.95712
43.66266;456.3178;0.9746872;-10.24264;-1.251602;-14.10520;100.0202
43.67100;456.4036;0.9746631;-10.26335;-1.252256;-14.11312;99.97411
43.67934;456.4854;0.9746669;-10.28375;-1.252902;-14.12096;100.0169
43.68766;456.5668;0.9746551;-10.30510;-1.253579;-14.12913;99.98030
43.69600;456.6508;0.9746376;-10.32589;-1.254236;-14.13708;100.0525
43.70434;456.7322;0.9746332;-10.34724;-1.254911;-14.14525;99.98392
43.71266;456.8171;0.9746054;-10.36778;-1.255560;-14.15312;99.98432
43.72100;456.8990;0.9745910;-10.38856;-1.256217;-14.16107;99.98059
43.72934;456.9817;0.9745728;-10.40964;-1.256884;-14.16914;100.0209
43.73766;457.0636;0.9745834;-10.43049;-1.257543;-14.17712;99.97912
43.74600;457.1460;0.9745722;-10.45181;-1.258216;-14.18527;100.0259
43.75434;457.2337;0.9745926;-10.47377;-1.258907;-14.19362;99.98562
43.76266;457.3141;0.9745525;-10.49476;-1.259572;-14.20167;99.97680
43.77100;457.3953;0.9745338;-10.51522;-1.260219;-14.20952;100.0220
43.77934;457.4802;0.9745210;-10.53694;-1.260903;-14.21780;100.0437
43.78766;457.5604;0.9744953;-10.55825;-1.261577;-14.22595;99.94066
43.79600;457.6469;0.9744691;-10.58100;-1.262293;-14.23458;99.97920
43.80434;457.7303;0.9744644;-10.60311;-1.262990;-14.24300;100.0461
43.81266;457.8100;0.9744480;-10.62424;-1.263658;-14.25110;99.98754
43.82100;457.8937;0.9743745;-10.64587;-1.264340;-14.25934;100.0199
43.82934;457.9711;0.9743431;-10.66767;-1.265030;-14.26768;100.0107
43.83766;458.0592;0.9742936;-10.68940;-1.265712;-14.27593;99.98012
43.84600;458.1366;0.9742652;-10.71155;-1.266412;-14.28438;100.0146
43.85434;458.2216;0.9742407;-10.73298;-1.267086;-14.29254;99.99032
43.86266;458.3076;0.9742389;-10.75378;-1.267739;-14.30046;100.0060
43.87100;458.3884;0.9741947;-10.77471;-1.268399;-14.30848;99.99514
43.87934;458.4730;0.9741718;-10.79545;-1.269051;-14.31638;99.98340
43.88766;458.5563;0.9741509;-10.81670;-1.269719;-14.32448;100.0563
43.89600;458.6379;0.9741168;-10.83829;-1.270399;-14.33272;99.93470
43.90434;458.7210;0.9740985;-10.86027;-1.271090;-14.34108;100.0245
43.91266;458.8046;0.9740594;-10.88185;-1.271769;-14.34929;99.99699
43.92100;458.8867;0.9740094;-10.90392;-1.272463;-14.35769;100.0176
43.92934;458.9700;0.9739962;-10.92605;-1.273159;-14.36610;99.99676
43.93766;459.0496;0.9739786;-10.94787;-1.273846;-14.37442;99.99350
43.94600;459.1341;0.9739382;-10.97006;-1.274543;-14.38284;99.99348
43.95434;459.2171;0.9739434;-10.99225;-1.275241;-14.39126;100.0364
43.96266;459.2987;0.9739098;-11.01461;-1.275944;-14.39976;100.0037
43.97100;459.3800;0.9738845;-11.03618;-1.276623;-14.40796;99.98621
43.97934;459.4603;0.9738592;-11.05874;-1.277333;-14.41652;100.0160
43.98766;459.5466;0.9738808;-11.08034;-1.278010;-14.42472;99.95624
43.99600;459.6285;0.9738816;-11.10123;-1.278667;-14.43268;100.0163
44.00434;459.7113;0.9738799;-11.12202;-1.279321;-14.44060;100.0144
44.01266;459.7953;0.9738587;-11.14295;-1.279978;-14.44856;99.91697
44.02100;459.8776;0.9738244;-11.16454;-1.280656;-14.45677;100.0796
44.02934;459.9590;0.9738209;-11.18669;-1.281352;-14.46518;99.94556
44.03766;460.0403;0.9737955;-11.20936;-1.282065;-14.47377;100.0147
44.04600;460.1281;0.9737856;-11.23154;-1.282759;-14.48215;99.96255
44.05434;460.2072;0.9737564;-11.25352;-1.283450;-14.49051;100.0620
44.06266;460.2924;0.9737478;-11.27481;-1.284117;-14.49859;100.0171
44.07100;460.3734;0.9736931;-11.29695;-1.284813;-14.50699;99.97649
44.07934;460.4554;0.9736582;-11.31986;-1.285532;-14.51566;99.98535
44.08766;460.5380;0.9736134;-11.34168;-1.286216;-14.52394;99.98058
44.09600;460.6186;0.9735769;-11.36451;-1.286932;-14.53258;100.0120
44.10434;460.7000;0.9735534;-11.38724;-1.287646;-14.54118;100.0269
44.11266;460.7836;0.9735121;-11.40843;-1.288309;-14.54922;100.0021
44.12100;460.8683;0.9734742;-11.42926;-1.288960;-14.55713;99.95332
44.12934;460.9475;0.9734374;-11.45013;-1.289616;-14.56508;100.0289
44.13766;461.0320;0.9734128;-11.47142;-1.290282;-14.57315;100.0060
44.14600;461.1120;0.9734282;-11.49324;-1.290966;-14.58143;100.0419
44.15434;461.1958;0.9734100;-11.51497;-1.291645;-14.58965;99.93812
44.16266;461.2741;0.9733847;-11.53671;-1.292328;-14.59790;99.99176
44.17100;461.3594;0.9734649;-11.55944;-1.293037;-14.60646;100.0301
44.17934;461.4438;0.9734572;-11.58058;-1.293697;-14.61447;100.0187
44.18766;461.5252;0.9735020;-11.60247;-1.294382;-14.62276;99.97782
44.19600;461.6070;0.9735376;-11.62431;-1.295065;-14.63104;100.0069
44.20434;461.6885;0.9735919;-11.64633;-1.295754;-14.63936;99.99634
44.21266;461.7731;0.9735251;-11.66871;-1.296452;-14.64781;100.0125
44.22100;461.8556;0.9734782;-11.69135;-1.297159;-14.65635;99.99656
44.22934;461.9378;0.9734224;-11.71353;-1.297852;-14.66473;100.0239
44.23766;462.0216;0.9733611;-11.73570;-1.298544;-14.67311;99.96280
44.24600;462.1035;0.9733047;-11.75665;-1.299199;-14.68106;99.97863
44.25434;462.1862;0.9732453;-11.77731;-1.299844;-14.68890;100.0284
44.26266;462.2672;0.9734064;-11.79888;-1.300518;-14.69708;99.97559
44.27100;462.3470;0.9733982;-11.82014;-1.301183;-14.70514;99.98030
44.27934;462.4324;0.9733688;-11.84225;-1.301871;-14.71348;100.0297
44.28766;462.5153;0.9733113;-11.86483;-1.302574;-14.72198;100.0086
44.29600;462.5992;0.9733399;-11.88737;-1.303276;-14.73048;99.95981
44.30434;462.6820;0.9733676;-11.90865;-1.303940;-14.73853;100.0556
44.31266;462.7652;0.9733261;-11.93148;-1.304651;-14.74713;99.99162
44.32100;462.8470;0.9733306;-11.95420;-1.305360;-14.75569;100.0035
44.32934;462.9313;0.9733826;-11.97728;-1.306077;-14.76436;99.99887
44.33766;463.0117;0.9734330;-12.00046;-1.306800;-14.77310;99.99369
44.34600;463.0946;0.9732336;-12.02241;-1.307484;-14.78138;99.97831
44.35434;463.1774;0.9731236;-12.04463;-1.308176;-14.78976;100.0195
44.36266;463.2641;0.9730605;-12.06764;-1.308889;-14.79840;99.99551
44.37100;463.3418;0.9730098;-12.08938;-1.309569;-14.80664;99.99095
44.37934;463.4266;0.9729968;-12.11112;-1.310244;-14.81484;99.97696
44.38766;463.5072;0.9729326;-12.13417;-1.310962;-14.82351;100.0794
44.39600;463.5920;0.9729705;-12.15522;-1.311615;-14.83146;99.99844
44.40434;463.6738;0.9730119;-12.17692;-1.312290;-14.83966;99.96207
44.41266;463.7543;0.9729809;-12.19939;-1.312990;-14.84813;100.0089
44.42100;463.8394;0.9728258;-12.22189;-1.313687;-14.85658;99.95351
44.42934;463.9234;0.9728191;-12.24511;-1.314408;-14.86529;100.0858
44.43766;464.0041;0.9728412;-12.26740;-1.315101;-14.87369;99.95461
44.44600;464.0852;0.9728168;-12.29008;-1.315806;-14.88223;100.0024
44.45434;464.1660;0.9728069;-12.31316;-1.316524;-14.89090;99.95710
44.46266;464.2490;0.9728012;-12.33531;-1.317210;-14.89923;100.0644
44.47100;464.3305;0.9728382;-12.35681;-1.317878;-14.90734;99.96410
44.47934;464.4154;0.9728171;-12.37933;-1.318575;-14.91579;99.99762
44.48766;464.5009;0.9727790;-12.40092;-1.319243;-14.92391;99.99106
44.49600;464.5844;0.9727438;-12.42251;-1.319912;-14.93204;100.0199
44.50434;464.6637;0.9728019;-12.44424;-1.320588;-14.94026;100.0132
44.51266;464.7476;0.9728078;-12.46605;-1.321262;-14.94845;99.99281
44.52100;464.8280;0.9728058;-12.48752;-1.321929;-14.95656;100.0504
44.52934;464.9139;0.9728158;-12.50854;-1.322579;-14.96447;99.91301
44.53766;464.9916;0.9727820;-12.52959;-1.323234;-14.97245;100.0201
44.54600;465.0788;0.9728069;-12.55252;-1.323941;-14.98102;100.0107
44.55434;465.1602;0.9727688;-12.57497;-1.324637;-14.98946;99.98144
44.56266;465.2424;0.9727382;-12.59702;-1.325320;-14.99776;99.99813
44.57100;465.3240;0.9727188;-12.61996;-1.326030;-15.00636;100.0581
44.57934;465.4041;0.9727352;-12.64247;-1.326728;-15.01482;99.94238
44.58766;465.4899;0.9726788;-12.66472;-1.327414;-15.02315;100.0386
44.59600;465.5742;0.9726284;-12.68741;-1.328114;-15.03165;100.0176
44.60434;465.6606;0.9725962;-12.71050;-1.328826;-15.04028;100.0068
44.61266;465.7424;0.9725442;-12.73310;-1.329526;-15.04876;99.99009
44.62100;465.8191;0.9725519;-12.75586;-1.330232;-15.05733;99.97826
44.62934;465.9035;0.9724735;-12.77850;-1.330931;-15.06581;99.98668
44.63766;465.9873;0.9724551;-12.80090;-1.331622;-15.07420;100.0349
44.64600;466.0671;0.9724278;-12.82368;-1.332327;-15.08275;99.98591
44.65434;466.1530;0.9724155;-12.84566;-1.333004;-15.09098;99.99576
44.66266;466.2347;0.9723776;-12.86740;-1.333676;-15.09916;99.98975
44.67100;466.3184;0.9724030;-12.88979;-1.334366;-15.10755;100.0364
44.67934;466.4033;0.9724506;-12.91173;-1.335042;-15.11577;99.95184
44.68766;466.4850;0.9723844;-12.93393;-1.335727;-15.12410;100.0566
44.69600;466.5685;0.9723505;-12.95641;-1.336420;-15.13251;99.98025
44.70434;466.6496;0.9723288;-12.97829;-1.337095;-15.14074;99.96018
44.71266;466.7343;0.9723174;-13.00009;-1.337766;-15.14892;99.99499
44.72100;466.8158;0.9722918;-13.02281;-1.338468;-15.15743;100.0112
44.72934;466.8955;0.9722731;-13.04502;-1.339154;-15.16578;100.0383
44.73766;466.9788;0.9722397;-13.06766;-1.339851;-15.17424;100.0051
44.74600;467.0620;0.9722397;-13.09056;-1.340556;-15.18279;100.0040
44.75434;467.1438;0.9722092;-13.11225;-1.341224;-15.19094;99.94579
44.76266;467.2263;0.9721595;-13.13397;-1.341893;-15.19908;100.0654
44.77100;467.3076;0.9721576;-13.15669;-1.342592;-15.20758;99.93751
44.77934;467.3936;0.9721806;-13.17932;-1.343287;-15.21602;100.0486
44.78766;467.4726;0.9721906;-13.20252;-1.344002;-15.22470;99.95345
44.79600;467.5594;0.9721688;-13.22520;-1.344697;-15.23314;100.0036
44.80434;467.6390;0.9721832;-13.24787;-1.345396;-15.24163;99.97351
44.81266;467.7235;0.9721719;-13.27130;-1.346115;-15.25035;100.0662
44.82100;467.8039;0.9721825;-13.29396;-1.346813;-15.25884;99.96032
44.82934;467.8902;0.9721084;-13.31675;-1.347511;-15.26732;99.97981
44.83766;467.9710;0.9720637;-13.34016;-1.348231;-15.27606;100.0474
44.84600;468.0537;0.9720168;-13.36376;-1.348956;-15.28485;99.99514
44.85434;468.1390;0.9719666;-13.38678;-1.349661;-15.29342;99.97578
44.86266;468.2174;0.9719179;-13.40982;-1.350372;-15.30204;99.99924
44.87100;468.2984;0.9718210;-13.43238;-1.351065;-15.31048;100.0315
44.87934;468.3860;0.9718134;-13.45478;-1.351749;-15.31881;99.93019
44.88766;468.4658;0.9717559;-13.47710;-1.352436;-15.32717;100.0496
44.89600;468.5455;0.9717606;-13.49894;-1.353107;-15.33536;99.98766
44.90434;468.6328;0.9717053;-13.52210;-1.353814;-15.34395;100.0249
44.91266;468.7156;0.9717274;-13.54508;-1.354519;-15.35251;100.0020
44.92100;468.7977;0.9717144;-13.56779;-1.355216;-15.36099;99.96215
44.92934;468.8828;0.9717306;-13.59086;-1.355921;-15.36956;100.0077
44.93766;468.9631;0.9717766;-13.61312;-1.356604;-15.37789;100.0281
44.94600;469.0406;0.9717819;-13.63540;-1.357290;-15.38624;99.98442
44.95434;469.1240;0.9718247;-13.65806;-1.357983;-15.39468;100.0160
44.96266;469.2076;0.9718139;-13.68190;-1.358712;-15.40353;100.0233
44.97100;469.2950;0.9718785;-13.70518;-1.359422;-15.41215;99.98801
44.97934;469.3723;0.9718281;-13.72813;-1.360128;-15.42074;99.99457
44.98766;469.4560;0.9718665;-13.75096;-1.360826;-15.42923;99.99482
44.99600;469.5371;0.9718538;-13.77358;-1.361518;-15.43766;99.98972
45.00434;469.6198;0.9718655;-13.79636;-1.362214;-15.44614;100.0325
45.01266;469.7061;0.9718121;-13.81939;-1.362916;-15.45467;99.97824
45.02100;469.7868;0.9717407;-13.84221;-1.363615;-15.46318;99.97657
45.02934;469.8708;0.9717306;-13.86420;-1.364286;-15.47137;100.0309
45.03766;469.9517;0.9716632;-13.88666;-1.364974;-15.47975;99.97820
45.04600;470.0360;0.9716484;-13.90896;-1.365654;-15.48805;100.0436
45.05434;470.1215;0.9715844;-13.93177;-1.366348;-15.49652;99.95328
45.06266;470.2010;0.9716022;-13.95511;-1.367064;-15.50521;100.0251
45.07100;470.2866;0.9715172;-13.97814;-1.367765;-15.51376;99.98309
45.07934;470.3706;0.9715031;-14.00147;-1.368476;-15.52241;99.98556
45.08766;470.4487;0.9714618;-14.02462;-1.369186;-15.53105;100.0502
45.09600;470.5336;0.9714308;-14.04829;-1.369906;-15.53981;99.94086
45.10434;470.6160;0.9714981;-14.07253;-1.370646;-15.54879;100.0058
45.11266;470.6954;0.9714661;-14.09768;-1.371416;-15.55811;100.0508
45.12100;470.7808;0.9715004;-14.12217;-1.372161;-15.56714;99.98268
45.12934;470.8648;0.9714700;-14.14631;-1.372896;-15.57608;100.0096
45.13766;470.9448;0.9714804;-14.17017;-1.373625;-15.58493;99.99530
45.14600;471.0263;0.9713954;-14.19434;-1.374362;-15.59388;99.95434
45.15434;471.1074;0.9714163;-14.21915;-1.375119;-15.60305;100.0428
45.16266;471.1922;0.9714001;-14.24404;-1.375876;-15.61222;100.0178
45.17100;471.2768;0.9713624;-14.26862;-1.376622;-15.62129;99.97141
45.17934;471.3584;0.9713684;-14.29190;-1.377332;-15.62992;100.0067
45.18766;471.4393;0.9713141;-14.31502;-1.378036;-15.63851;99.95728
45.19600;471.5170;0.9713461;-14.33825;-1.378746;-15.64715;100.0113
45.20434;471.6032;0.9712792;-14.36214;-1.379470;-15.65595;100.0079
45.21266;471.6882;0.9712803;-14.38588;-1.380190;-15.66472;99.98256
45.22100;471.7696;0.9712426;-14.41001;-1.380925;-15.67364;100.0627
45.22934;471.8510;0.9712793;-14.43324;-1.381632;-15.68225;99.99438
45.23766;471.9301;0.9712309;-14.45549;-1.382310;-15.69054;99.96313
45.24600;472.0152;0.9711968;-14.47877;-1.383015;-15.69913;99.99126
45.25434;472.0978;0.9712059;-14.50180;-1.383714;-15.70766;100.0414
45.26266;472.1817;0.9711707;-14.52602;-1.384449;-15.71659;100.0013
45.27100;472.2637;0.9712106;-14.54991;-1.385175;-15.72542;99.96847
45.27934;472.3447;0.9711697;-14.57316;-1.385882;-15.73404;100.0016
45.28766;472.4283;0.9712469;-14.59595;-1.386572;-15.74247;100.0001
45.29600;472.5133;0.9712355;-14.61841;-1.387252;-15.75078;99.99620
45.30434;472.5956;0.9712238;-14.64087;-1.387934;-15.75911;99.94434
45.31266;472.6786;0.9711991;-14.66416;-1.388640;-15.76772;100.0374
45.32100;472.7600;0.9712063;-14.68802;-1.389364;-15.77654;100.0062
45.32934;472.8422;0.9712110;-14.71082;-1.390056;-15.78500;100.0141
45.33766;472.9232;0.9711742;-14.73372;-1.390751;-15.79348;100.0422
45.34600;473.0058;0.9711610;-14.75582;-1.391421;-15.80168;99.93934
45.35434;473.0880;0.9710849;-14.77847;-1.392106;-15.81006;100.0209
45.36266;473.1752;0.9710859;-14.80159;-1.392804;-15.81858;100.0222
45.37100;473.2528;0.9709876;-14.82520;-1.393523;-15.82734;99.97672
45.37934;473.3340;0.9709844;-14.84922;-1.394251;-15.83620;99.99420
45.38766;473.4200;0.9709736;-14.87292;-1.394966;-15.84491;100.0314
45.39600;473.5081;0.9709359;-14.89589;-1.395657;-15.85336;99.95670
45.40434;473.5848;0.9709459;-14.91843;-1.396343;-15.86175;100.0012
45.41266;473.6684;0.9708891;-14.94154;-1.397041;-15.87028;100.0405
45.42100;473.7551;0.9708980;-14.96563;-1.397767;-15.87913;99.96590
45.42934;473.8350;0.9708612;-14.98991;-1.398504;-15.88810;99.98250
45.43766;473.9152;0.9708934;-15.01423;-1.399241;-15.89707;100.0197
45.44600;473.9947;0.9708497;-15.03894;-1.399990;-15.90618;99.98795
45.45434;474.0804;0.9708686;-15.06255;-1.400701;-15.91485;100.0147
45.46266;474.1658;0.9708351;-15.08678;-1.401431;-15.92376;99.96381
45.47100;474.2460;0.9707603;-15.11148;-1.402179;-15.93285;100.0772
45.47934;474.3279;0.9707795;-15.13620;-1.402926;-15.94194;99.95430
45.48766;474.4111;0.9707519;-15.16074;-1.403667;-15.95095;100.0137
45.49600;474.4914;0.9707722;-15.18501;-1.404401;-15.95989;100.0017
45.50434;474.5804;0.9707129;-15.20910;-1.405124;-15.96870;99.96466
45.51266;474.6624;0.9707718;-15.23272;-1.405837;-15.97741;100.0267
45.52100;474.7450;0.9707216;-15.25676;-1.406562;-15.98626;100.0185
45.52934;474.8300;0.9706880;-15.28048;-1.407276;-15.99498;99.97909
45.53766;474.9094;0.9706824;-15.30487;-1.408014;-16.00397;99.99297
45.54600;474.9930;0.9706540;-15.32850;-1.408726;-16.01266;100.0213
45.55434;475.0730;0.9706861;-15.35152;-1.409421;-16.02117;100.0057
