Time (min);Temperature (°C);Weight (mg);Heat Flow (mW);Temperature Difference (°C);Temperature Difference (µV);Sample Purge Flow (mL/min)
23.07100;251.2039;1.878170;8.220194;-0.4761920;-4.701430;99.98180
23.07934;251.2913;1.878014;8.228840;-0.4758586;-4.698515;100.0374
23.08767;251.3675;1.877987;8.237706;-0.4755050;-4.695394;99.94551
23.09600;251.4520;1.877855;8.246358;-0.4751688;-4.692447;100.0311
23.10434;251.5372;1.877829;8.255586;-0.4748041;-4.689218;100.0111
23.11267;251.6226;1.877712;8.265024;-0.4744291;-4.685888;99.96744
23.12100;251.7042;1.877675;8.274006;-0.4740746;-4.682757;100.0268
23.12934;251.7917;1.877570;8.283438;-0.4737019;-4.679447;99.96664
23.13766;251.8742;1.877478;8.292640;-0.4733371;-4.676218;100.0470
23.14600;251.9586;1.877371;8.302179;-0.4729570;-4.672834;99.98249
23.15434;252.0396;1.877247;8.311930;-0.4725635;-4.669320;100.0134
23.16266;252.1251;1.877163;8.321539;-0.4721806;-4.665906;99.99024
23.17100;252.2094;1.877026;8.331406;-0.4717842;-4.662360;100.0111
23.17934;252.2919;1.876972;8.341690;-0.4713653;-4.658594;100.0320
23.18766;252.3798;1.876853;8.351874;-0.4709561;-4.654922;99.94532
23.19600;252.4605;1.876776;8.361676;-0.4705604;-4.651382;100.0211
23.20434;252.5414;1.876666;8.371944;-0.4701414;-4.647610;99.98671
23.21267;252.6248;1.876601;8.382082;-0.4697310;-4.643922;99.95155
23.22100;252.7074;1.876505;8.391962;-0.4693332;-4.640356;100.0263
23.22934;252.7926;1.876433;8.401686;-0.4689456;-4.636892;100.0071
23.23767;252.8759;1.876312;8.411903;-0.4685316;-4.633166;100.0445
23.24600;252.9616;1.876244;8.422150;-0.4681181;-4.629445;99.96974
23.25434;253.0462;1.876144;8.432081;-0.4677203;-4.625878;99.99147
23.26266;253.1310;1.876038;8.442009;-0.4673227;-4.622314;100.0150
23.27100;253.2152;1.875912;8.452362;-0.4669035;-4.618536;100.0169
23.27934;253.2986;1.875824;8.463380;-0.4664498;-4.614414;99.97524
23.28766;253.3817;1.875719;8.473731;-0.4660301;-4.610630;99.99794
23.29600;253.4672;1.875630;8.484045;-0.4656145;-4.606887;100.0278
23.30434;253.5476;1.875526;8.494938;-0.4651654;-4.602812;99.99962
23.31266;253.6326;1.875436;8.505853;-0.4647192;-4.598762;99.95328
23.32100;253.7126;1.875356;8.516759;-0.4642694;-4.594678;100.0631
23.32934;253.8005;1.875228;8.527801;-0.4638196;-4.590590;99.99436
23.33767;253.8783;1.875150;8.538791;-0.4633638;-4.586444;99.93781
23.34600;253.9648;1.875035;8.550131;-0.4628978;-4.582193;99.98797
23.35434;254.0515;1.874958;8.561009;-0.4624556;-4.578178;100.0679
23.36267;254.1386;1.874842;8.571618;-0.4620276;-4.574306;99.96668
23.37100;254.2204;1.874734;8.583344;-0.4615390;-4.569833;99.97746
23.37934;254.3092;1.874606;8.594795;-0.4610703;-4.565554;100.0233
23.38766;254.3880;1.874504;8.605876;-0.4606122;-4.561384;100.0108
23.39600;254.4716;1.874376;8.617242;-0.4601439;-4.557109;99.94851
23.40434;254.5570;1.874263;8.628303;-0.4596928;-4.553006;100.0351
23.41266;254.6405;1.874158;8.639941;-0.4592111;-4.548598;99.98848
23.42100;254.7254;1.873981;8.651270;-0.4587463;-4.544358;100.0351
23.42934;254.8135;1.873872;8.662916;-0.4582690;-4.539994;99.97580
23.43766;254.8910;1.873727;8.674574;-0.4577820;-4.535533;99.98407
23.44600;254.9760;1.873611;8.686095;-0.4573078;-4.531196;100.0033
23.45434;255.0614;1.873469;8.696921;-0.4568698;-4.527216;100.0608
23.46267;255.1455;1.873349;8.708749;-0.4563801;-4.522722;99.97535
23.47100;255.2299;1.873199;8.720679;-0.4558857;-4.518182;99.97234
23.47934;255.3124;1.873056;8.732569;-0.4553919;-4.513648;100.0156
23.48767;255.3958;1.872927;8.745004;-0.4548718;-4.508852;99.98278
23.49600;255.4796;1.872800;8.757109;-0.4543686;-4.504224;99.99942
23.50434;255.5624;1.872719;8.770282;-0.4538111;-4.499052;100.0670
23.51266;255.6508;1.872624;8.782626;-0.4533000;-4.494344;99.96411
23.52100;255.7302;1.872511;8.795068;-0.4527770;-4.489514;99.97738
23.52934;255.8142;1.872398;8.808890;-0.4521885;-4.484036;99.99039
23.53766;255.8962;1.872299;8.822228;-0.4516228;-4.478781;100.0376
23.54600;255.9814;1.872191;8.835290;-0.4510737;-4.473690;99.98094
23.55434;256.0652;1.872079;8.848501;-0.4505164;-4.468516;100.0348
23.56266;256.1516;1.871986;8.861962;-0.4499490;-4.463242;99.96695
23.57100;256.2358;1.871853;8.875093;-0.4493967;-4.458118;100.0129
23.57934;256.3204;1.871702;8.888588;-0.4488266;-4.452817;99.98140
23.58767;256.4014;1.871575;8.901528;-0.4482816;-4.447765;100.0096
23.59600;256.4871;1.871420;8.915155;-0.4477062;-4.442409;99.99269
23.60434;256.5684;1.871291;8.928842;-0.4471243;-4.436984;100.0137
23.61267;256.6541;1.871097;8.941887;-0.4465787;-4.431922;99.98524
23.62100;256.7320;1.870984;8.956049;-0.4459705;-4.426238;100.0046
23.62934;256.8194;1.870822;8.970038;-0.4453794;-4.420722;99.94828
23.63766;256.9023;1.870675;8.984199;-0.4447761;-4.415084;100.0338
23.64600;256.9888;1.870498;8.998361;-0.4441759;-4.409476;100.0327
23.65434;257.0726;1.870346;9.013111;-0.4435444;-4.403554;99.97700
23.66266;257.1582;1.870212;9.027722;-0.4429214;-4.397719;100.0031
23.67100;257.2382;1.870058;9.042130;-0.4423044;-4.391940;100.0089
23.67934;257.3232;1.869909;9.056996;-0.4416688;-4.385976;100.0256
23.68766;257.4094;1.869727;9.072249;-0.4410150;-4.379831;99.96918
23.69600;257.4961;1.869627;9.087265;-0.4403740;-4.373814;99.99898
23.70434;257.5769;1.869426;9.101641;-0.4397606;-4.368070;100.0025
23.71267;257.6622;1.869279;9.116759;-0.4391140;-4.361996;100.0268
23.72100;257.7476;1.869098;9.132034;-0.4384600;-4.355847;99.94902
23.72934;257.8295;1.868977;9.147968;-0.4377700;-4.349339;100.0187
23.73767;257.9115;1.868820;9.163253;-0.4371131;-4.343156;99.96268
23.74600;257.9987;1.868698;9.179031;-0.4364360;-4.336774;100.0646
23.75434;258.0789;1.868531;9.194670;-0.4357600;-4.330400;99.99063
23.76266;258.1655;1.868366;9.210605;-0.4350756;-4.323942;100.0123
23.77100;258.2490;1.868220;9.226366;-0.4343973;-4.317546;99.95610
23.77934;258.3348;1.868041;9.242504;-0.4337020;-4.310978;100.0125
23.78766;258.4230;1.867875;9.259286;-0.4329774;-4.304117;100.0371
23.79600;258.5012;1.867710;9.276528;-0.4322213;-4.296944;99.96192
23.80434;258.5840;1.867585;9.293424;-0.4314867;-4.289978;100.0266
23.81266;258.6712;1.867399;9.310072;-0.4307688;-4.283182;100.0211
23.82100;258.7532;1.867258;9.326976;-0.4300338;-4.276212;99.99054
23.82934;258.8382;1.867063;9.343806;-0.4293054;-4.269309;99.96054
23.83767;258.9246;1.866882;9.360701;-0.4285758;-4.262390;100.0469
23.84600;259.0122;1.866680;9.377666;-0.4278444;-4.255452;99.98632
23.85434;259.0906;1.866510;9.394745;-0.4270996;-4.248374;99.93509
23.86267;259.1780;1.866296;9.411895;-0.4263598;-4.241346;100.0296
23.87100;259.2590;1.866112;9.428634;-0.4256350;-4.234458;100.0022
23.87934;259.3402;1.865886;9.444686;-0.4249455;-4.227918;99.99242
23.88766;259.4255;1.865685;9.461056;-0.4242444;-4.221260;100.0504
23.89600;259.5122;1.865463;9.477616;-0.4235356;-4.214522;99.93197
23.90434;259.5969;1.865243;9.494238;-0.4228223;-4.207739;100.0004
23.91266;259.6816;1.865022;9.510965;-0.4221046;-4.200906;100.0418
23.92100;259.7624;1.864823;9.528774;-0.4213296;-4.193502;100.0064
23.92934;259.8516;1.864607;9.546239;-0.4205796;-4.186344;100.0065
23.93766;259.9325;1.864380;9.563898;-0.4198130;-4.179020;99.96856
23.94600;260.0184;1.864188;9.581959;-0.4190310;-4.171544;100.0344
23.95434;260.1012;1.863972;9.600309;-0.4182324;-4.163898;99.97828
23.96267;260.1880;1.863784;9.618158;-0.4174628;-4.156544;100.0309
23.97100;260.2702;1.863542;9.635712;-0.4167039;-4.149296;99.97049
23.97934;260.3548;1.863354;9.653556;-0.4159332;-4.141928;100.0061
23.98767;260.4360;1.863128;9.671266;-0.4151662;-4.134594;99.99000
23.99600;260.5256;1.862909;9.689318;-0.4143902;-4.127170;99.97944
24.00434;260.6060;1.862676;9.707414;-0.4136040;-4.119642;99.99806
24.01266;260.6885;1.862473;9.725647;-0.4128132;-4.112068;100.0113
24.02100;260.7750;1.862228;9.743403;-0.4120500;-4.104768;100.0041
24.02934;260.8602;1.862006;9.760891;-0.4112993;-4.097592;99.96976
24.03766;260.9428;1.861756;9.778314;-0.4105500;-4.090426;100.0585
24.04600;261.0265;1.861527;9.796506;-0.4097636;-4.082892;99.97018
24.05434;261.1100;1.861269;9.814384;-0.4089928;-4.075511;99.99653
24.06266;261.1939;1.861022;9.832678;-0.4082022;-4.067930;100.0037
24.07100;261.2755;1.860760;9.851256;-0.4073956;-4.060191;100.0064
24.07934;261.3618;1.860510;9.869610;-0.4066048;-4.052606;100.0318
24.08767;261.4445;1.860237;9.888048;-0.4058070;-4.044952;99.97691
24.09600;261.5307;1.859956;9.906352;-0.4050195;-4.037398;99.99166
24.10434;261.6120;1.859724;9.924470;-0.4042368;-4.029890;100.0048
24.11267;261.6973;1.859438;9.943472;-0.4034142;-4.021984;99.99756
24.12100;261.7816;1.859192;9.962384;-0.4025959;-4.014119;100.0126
24.12934;261.8619;1.858882;9.980816;-0.4017976;-4.006454;99.97636
24.13766;261.9496;1.858632;9.999859;-0.4009765;-3.998558;99.98662
24.14600;262.0341;1.858335;10.01865;-0.4001652;-3.990760;100.0021
24.15434;262.1162;1.858050;10.03756;-0.3993465;-3.982888;100.0393
24.16266;262.2062;1.857746;10.05663;-0.3985273;-3.975012;99.93803
24.17100;262.2914;1.857462;10.07486;-0.3977460;-3.967511;100.0727
24.17934;262.3772;1.857162;10.09365;-0.3969378;-3.959741;99.94025
24.18766;262.4530;1.856823;10.11242;-0.3961212;-3.951887;100.0386
24.19600;262.5414;1.856529;10.13081;-0.3953359;-3.944342;99.94556
24.20434;262.6226;1.856212;10.14936;-0.3945359;-3.936650;100.0210
24.21267;262.7053;1.855905;10.16830;-0.3937183;-3.928781;99.99687
24.22100;262.7890;1.855556;10.18710;-0.3929093;-3.920998;100.0113
24.22934;262.8766;1.855246;10.20581;-0.3921086;-3.913294;100.0471
24.23767;262.9594;1.854908;10.22426;-0.3913170;-3.905680;99.98884
24.24600;263.0461;1.854544;10.24270;-0.3905294;-3.898106;99.98946
24.25434;263.1262;1.854188;10.26110;-0.3897374;-3.890484;99.97559
24.26266;263.2151;1.853842;10.28012;-0.3889239;-3.882648;100.0207
24.27100;263.2948;1.853501;10.29854;-0.3881317;-3.875023;99.99938
24.27934;263.3802;1.853127;10.31695;-0.3873457;-3.867459;99.96581
24.28766;263.4665;1.852754;10.33489;-0.3865844;-3.860141;100.0343
24.29600;263.5488;1.852386;10.35263;-0.3858291;-3.852883;99.97709
24.30434;263.6326;1.852042;10.37106;-0.3850418;-3.845304;100.0486
24.31266;263.7182;1.851672;10.38956;-0.3842530;-3.837708;99.95597
24.32100;263.7976;1.851284;10.40762;-0.3834804;-3.830273;99.99988
24.32934;263.8870;1.850916;10.42609;-0.3826975;-3.822734;100.0101
24.33767;263.9703;1.850528;10.44434;-0.3819196;-3.815243;100.0003
24.34600;264.0568;1.850125;10.46186;-0.3811813;-3.808147;100.0101
24.35434;264.1389;1.849722;10.47953;-0.3804318;-3.800938;99.98512
24.36267;264.2241;1.849318;10.49751;-0.3796703;-3.793610;99.98811
24.37100;264.3059;1.848900;10.51505;-0.3789276;-3.786467;100.0667
24.37934;264.3920;1.848490;10.53326;-0.3781560;-3.779033;99.93376
24.38766;264.4753;1.848048;10.55080;-0.3774154;-3.771911;100.0435
24.39600;264.5638;1.847577;10.56831;-0.3766818;-3.764856;99.92801
24.40434;264.6457;1.847155;10.58589;-0.3759384;-3.757702;100.0268
24.41266;264.7328;1.846734;10.60351;-0.3751985;-3.750584;100.0186
24.42100;264.8141;1.846272;10.62089;-0.3744650;-3.743528;100.0221
24.42934;264.9006;1.845812;10.63814;-0.3737433;-3.736587;99.98168
24.43766;264.9823;1.845344;10.65508;-0.3730327;-3.729757;99.98549
24.44600;265.0638;1.844852;10.67159;-0.3723425;-3.723129;100.0451
24.45434;265.1492;1.844367;10.68844;-0.3716403;-3.716380;99.95578
24.46267;265.2326;1.843841;10.70510;-0.3709460;-3.709710;100.0138
24.47100;265.3190;1.843325;10.72234;-0.3702259;-3.702780;99.96249
24.47934;265.4040;1.842818;10.73877;-0.3695444;-3.696236;100.0216
24.48767;265.4863;1.842313;10.75496;-0.3688730;-3.689790;100.0234
24.49600;265.5735;1.841762;10.77113;-0.3682068;-3.683395;99.99947
24.50434;265.6559;1.841241;10.78641;-0.3675803;-3.677397;99.97851
24.51266;265.7386;1.840715;10.80248;-0.3669157;-3.671017;100.0525
24.52100;265.8187;1.840148;10.81846;-0.3662524;-3.664648;99.91056
24.52934;265.9046;1.839589;10.83482;-0.3655774;-3.658160;100.0364
24.53766;265.9881;1.839010;10.85109;-0.3649044;-3.651694;100.0138
24.54600;266.0755;1.838434;10.86689;-0.3642588;-3.645500;99.98900
24.55434;266.1578;1.837858;10.88133;-0.3636746;-3.639920;100.0300
24.56266;266.2438;1.837244;10.89642;-0.3630628;-3.634061;99.98447
24.57100;266.3306;1.836614;10.91131;-0.3624617;-3.628311;99.98055
24.57934;266.4161;1.835999;10.92622;-0.3618586;-3.622540;100.0411
24.58767;266.4917;1.835358;10.94150;-0.3612275;-3.616486;99.93296
24.59600;266.5787;1.834724;10.95624;-0.3606350;-3.610817;99.99285
24.60434;266.6661;1.834111;10.97122;-0.3600313;-3.605038;100.0617
24.61267;266.7478;1.833457;10.98623;-0.3594208;-3.599189;99.95134
24.62100;266.8318;1.832810;11.00024;-0.3588614;-3.593850;100.0377
24.62934;266.9172;1.832148;11.01330;-0.3583507;-3.589000;99.98350
24.63766;266.9961;1.831462;11.02693;-0.3578052;-3.583797;99.97422
24.64600;267.0825;1.830768;11.04046;-0.3572722;-3.578720;99.99165
24.65434;267.1675;1.830054;11.05365;-0.3567546;-3.573797;100.0099
24.66266;267.2464;1.829368;11.06634;-0.3562550;-3.569050;99.99776
24.67100;267.3301;1.828634;11.07896;-0.3557646;-3.564397;100.0366
24.67934;267.4183;1.827933;11.09090;-0.3553116;-3.560118;99.97836
24.68766;267.4976;1.827166;11.10227;-0.3548779;-3.556030;100.0132
24.69600;267.5849;1.826461;11.11329;-0.3544694;-3.552194;100.0206
24.70434;267.6672;1.825652;11.12470;-0.3540368;-3.548118;99.99305
24.71267;267.7504;1.824892;11.13672;-0.3535754;-3.543750;99.96816
24.72100;267.8351;1.824096;11.14856;-0.3531255;-3.539498;100.0471
24.72934;267.9173;1.823326;11.16027;-0.3526785;-3.535275;99.98755
24.73767;268.0035;1.822534;11.17253;-0.3522098;-3.530834;99.97684
24.74600;268.0840;1.821709;11.18408;-0.3517693;-3.526674;100.0043
24.75434;268.1670;1.820897;11.19479;-0.3513730;-3.522956;99.99632
24.76266;268.2568;1.820035;11.20664;-0.3509282;-3.518752;100.0163
24.77100;268.3396;1.819194;11.21839;-0.3504812;-3.514527;99.99671
24.77934;268.4202;1.818295;11.23015;-0.3500319;-3.510278;99.93545
24.78766;268.5026;1.817455;11.24204;-0.3495783;-3.505983;100.0624
24.79600;268.5887;1.816595;11.25437;-0.3491068;-3.501509;100.0057
24.80434;268.6697;1.815752;11.26607;-0.3486612;-3.497294;100.0065
24.81266;268.7544;1.814881;11.27742;-0.3482365;-3.493288;99.95214
24.82100;268.8352;1.814035;11.28794;-0.3478481;-3.489644;100.0440
24.82934;268.9201;1.813147;11.29938;-0.3474195;-3.485597;99.96468
24.83767;269.0046;1.812296;11.31210;-0.3469290;-3.480930;99.98371
24.84600;269.0894;1.811391;11.32440;-0.3464586;-3.476461;100.0349
24.85434;269.1678;1.810516;11.33663;-0.3459855;-3.471963;99.99476
24.86267;269.2564;1.809639;11.34905;-0.3455139;-3.467481;100.0340
24.87100;269.3395;1.808760;11.36175;-0.3450232;-3.462808;99.98836
24.87934;269.4283;1.807886;11.37454;-0.3445347;-3.458158;99.96930
24.88766;269.5109;1.806988;11.38757;-0.3440280;-3.453324;100.0319
24.89600;269.5910;1.806089;11.40114;-0.3434930;-3.448204;100.0175
24.90434;269.6746;1.805181;11.41532;-0.3429322;-3.442825;99.99041
24.91266;269.7596;1.804288;11.42958;-0.3423696;-3.437426;99.95169
24.92100;269.8446;1.803369;11.44409;-0.3417943;-3.431900;99.98588
24.92934;269.9265;1.802466;11.45915;-0.3411900;-3.426082;100.0388
24.93766;270.0140;1.801574;11.47461;-0.3405724;-3.420130;100.0126
24.94600;270.0984;1.800676;11.49086;-0.3399139;-3.413766;99.96624
24.95434;270.1802;1.799795;11.50675;-0.3392702;-3.407550;100.0166
24.96267;270.2672;1.798902;11.52399;-0.3385669;-3.400734;100.0030
24.97100;270.3485;1.798044;11.54282;-0.3377805;-3.393081;99.99884
24.97934;270.4314;1.797177;11.56181;-0.3369889;-3.385375;99.96840
24.98767;270.5186;1.796329;11.58140;-0.3361731;-3.377426;100.0585
24.99600;270.6047;1.795450;11.60192;-0.3353116;-3.369018;99.99295
25.00434;270.6887;1.794604;11.62336;-0.3344040;-3.360144;99.97950
25.01266;270.7740;1.793741;11.64542;-0.3334683;-3.350988;100.0120
25.02100;270.8606;1.792898;11.66845;-0.3324876;-3.341380;99.99407
25.02934;270.9408;1.792038;11.69223;-0.3314640;-3.331336;100.0112
25.03766;271.0242;1.791213;11.71822;-0.3303377;-3.320258;99.97765
25.04600;271.1114;1.790371;11.74422;-0.3292155;-3.309220;99.99676
25.05434;271.1943;1.789548;11.77068;-0.3280670;-3.297917;100.0277
25.06266;271.2783;1.788715;11.79879;-0.3268406;-3.285830;99.99830
25.07100;271.3636;1.787864;11.82834;-0.3255464;-3.273056;100.0202
25.07934;271.4472;1.787052;11.85874;-0.3242104;-3.259863;100.0146
25.08767;271.5315;1.786255;11.88963;-0.3228520;-3.246441;99.92455
25.09600;271.6174;1.785494;11.92173;-0.3214376;-3.232455;100.0609
25.10434;271.7010;1.784728;11.95498;-0.3199654;-3.217885;100.0019
25.11267;271.7871;1.783997;11.98870;-0.3184746;-3.203125;99.99754
25.12100;271.8694;1.783238;12.02257;-0.3169728;-3.188253;99.97334
25.12934;271.9568;1.782521;12.05794;-0.3154052;-3.172718;100.0232
25.13766;272.0408;1.781766;12.09346;-0.3138275;-3.157080;99.95391
25.14600;272.1290;1.781072;12.12987;-0.3122125;-3.141063;100.0517
25.15434;272.2149;1.780358;12.16608;-0.3106050;-3.125120;99.99280
25.16266;272.3010;1.779760;12.20193;-0.3090162;-3.109365;100.0112
25.17100;272.3820;1.779080;12.23735;-0.3074430;-3.093764;99.98012
25.17934;272.4680;1.778429;12.27328;-0.3058512;-3.077972;99.99681
25.18766;272.5500;1.777786;12.30841;-0.3042946;-3.062531;99.99866
25.19600;272.6367;1.777158;12.34364;-0.3027389;-3.047100;99.95695
25.20434;272.7228;1.776566;12.37861;-0.3011959;-3.031792;100.0227
25.21267;272.8048;1.775979;12.41266;-0.2996930;-3.016886;99.99816
25.22100;272.8934;1.775452;12.44575;-0.2982444;-3.002524;99.96326
25.22934;272.9750;1.774881;12.47675;-0.2968886;-2.989096;100.0570
25.23767;273.0628;1.774398;12.50764;-0.2955458;-2.975795;100.0410
25.24600;273.1453;1.773808;12.53768;-0.2942381;-2.962844;99.98225
25.25434;273.2280;1.773328;12.56692;-0.2929697;-2.950288;99.98044
25.26266;273.3126;1.772833;12.59481;-0.2917690;-2.938413;99.95772
25.27100;273.3992;1.772380;12.62195;-0.2906072;-2.926928;100.0240
25.27934;273.4808;1.771930;12.64779;-0.2895021;-2.916010;100.0007
25.28766;273.5619;1.771474;12.67171;-0.2884894;-2.906022;100.0316
25.29600;273.6510;1.771060;12.69428;-0.2875504;-2.896775;99.95038
25.30434;273.7333;1.770646;12.71572;-0.2866581;-2.887996;99.99840
25.31266;273.8179;1.770273;12.73696;-0.2857790;-2.879350;100.0290
25.32100;273.8982;1.769864;12.75654;-0.2849746;-2.871453;99.98826
25.32934;273.9834;1.769534;12.77590;-0.2841860;-2.863715;100.0034
25.33767;274.0669;1.769169;12.79422;-0.2834465;-2.856470;99.97098
25.34600;274.1494;1.768852;12.81134;-0.2827627;-2.849785;100.0155
25.35434;274.2361;1.768482;12.82786;-0.2821131;-2.843444;100.0106
25.36267;274.3176;1.768154;12.84304;-0.2815224;-2.837695;100.0472
25.37100;274.4040;1.767807;12.85797;-0.2809486;-2.832117;99.96101
25.37934;274.4865;1.767465;12.87218;-0.2804060;-2.826854;100.0140
25.38766;274.5694;1.767098;12.88569;-0.2798966;-2.821922;99.96501
25.39600;274.6575;1.766758;12.89899;-0.2794040;-2.817159;99.99765
25.40434;274.7424;1.766465;12.91166;-0.2789382;-2.812668;100.0113
25.41266;274.8241;1.766149;12.92274;-0.2785450;-2.808908;99.99913
25.42100;274.9061;1.765856;12.93430;-0.2781292;-2.804918;100.0114
25.42934;274.9885;1.765539;12.94530;-0.2777404;-2.801200;100.0257
25.43766;275.0730;1.765262;12.95573;-0.2773816;-2.797784;99.98309
25.44600;275.1541;1.764960;12.96578;-0.2770370;-2.794510;100.0045
25.45434;275.2372;1.764715;12.97525;-0.2767227;-2.791541;99.97991
25.46267;275.3240;1.764409;12.98424;-0.2764355;-2.788845;100.0133
25.47100;275.4078;1.764163;12.99313;-0.2761500;-2.786166;100.0080
25.47934;275.4882;1.763866;13.00128;-0.2758953;-2.783797;99.97745
25.48767;275.5716;1.763594;13.00939;-0.2756465;-2.781486;100.0398
25.49600;275.6585;1.763276;13.01835;-0.2753610;-2.778806;99.98859
25.50434;275.7385;1.762979;13.02551;-0.2751538;-2.776913;99.98319
25.51266;275.8222;1.762702;13.03248;-0.2749596;-2.775153;99.98809
25.52100;275.9050;1.762421;13.03911;-0.2747812;-2.773554;100.0186
25.52934;275.9909;1.762168;13.04561;-0.2746122;-2.772046;100.0284
25.53766;276.0740;1.761900;13.05223;-0.2744346;-2.770454;99.94268
25.54600;276.1560;1.761669;13.05868;-0.2742640;-2.768932;100.0261
25.55434;276.2385;1.761439;13.06449;-0.2741236;-2.767713;100.0059
25.56266;276.3248;1.761214;13.07005;-0.2740004;-2.766668;99.98628
25.57100;276.4070;1.760982;13.07483;-0.2739096;-2.765950;99.98564
25.57934;276.4882;1.760780;13.07888;-0.2738520;-2.765566;100.0109
25.58767;276.5737;1.760552;13.08257;-0.2738166;-2.765409;100.0434
25.59600;276.6558;1.760308;13.08622;-0.2737795;-2.765234;99.94697
25.60434;276.7402;1.760070;13.08989;-0.2737438;-2.765072;100.0097
25.61267;276.8228;1.759795;13.09332;-0.2737172;-2.765002;99.98386
25.62100;276.9066;1.759545;13.09654;-0.2737025;-2.765052;100.0197
25.62934;276.9860;1.759293;13.09908;-0.2737145;-2.765372;100.0107
25.63767;277.0697;1.759021;13.10125;-0.2737493;-2.765921;100.0054
25.64600;277.1531;1.758796;13.10333;-0.2737875;-2.766506;99.97106
25.65434;277.2366;1.758536;13.10521;-0.2738358;-2.767190;99.97634
25.66266;277.3222;1.758274;13.10670;-0.2739047;-2.768086;100.0689
25.67100;277.4022;1.758050;13.10906;-0.2739260;-2.768499;99.97306
25.67934;277.4861;1.757854;13.11117;-0.2739634;-2.769075;100.0030
25.68766;277.5680;1.757627;13.11278;-0.2740222;-2.769868;99.97352
25.69600;277.6512;1.757460;13.11413;-0.2740949;-2.770800;99.98657
25.70434;277.7302;1.757273;13.11508;-0.2741815;-2.771873;100.0135
25.71267;277.8188;1.757030;13.11685;-0.2742401;-2.772663;100.0042
25.72100;277.8996;1.756766;13.11844;-0.2742986;-2.773454;100.0216
25.72934;277.9841;1.756568;13.11984;-0.2743702;-2.774376;100.0171
25.73767;278.0695;1.756388;13.12144;-0.2744336;-2.775217;100.0360
25.74600;278.1500;1.756184;13.12278;-0.2745030;-2.776117;99.89486
25.75434;278.2335;1.755955;13.12370;-0.2745962;-2.777258;100.0157
25.76267;278.3164;1.755733;13.12394;-0.2747208;-2.778717;99.98907
25.77100;278.4016;1.755537;13.12452;-0.2748318;-2.780039;100.0236
25.77934;278.4818;1.755288;13.12504;-0.2749395;-2.781326;99.99570
25.78766;278.5670;1.755048;13.12501;-0.2750797;-2.782946;99.98600
25.79600;278.6492;1.754879;13.12516;-0.2752076;-2.784440;100.0438
25.80434;278.7318;1.754716;13.12506;-0.2753475;-2.786054;99.99634
25.81266;278.8140;1.754491;13.12490;-0.2754893;-2.787688;100.0290
25.82100;278.9031;1.754266;13.12447;-0.2756523;-2.789536;99.97053
25.82934;278.9788;1.754009;13.12369;-0.2758167;-2.791398;99.98519
25.83767;279.0622;1.753810;13.12233;-0.2760168;-2.793618;100.0084
25.84600;279.1460;1.753573;13.12163;-0.2761868;-2.795532;100.0041
25.85434;279.2276;1.753351;13.12040;-0.2763788;-2.797668;100.0077
25.86267;279.3152;1.753098;13.11901;-0.2765856;-2.799954;100.0230
25.87100;279.3935;1.752902;13.11805;-0.2767610;-2.801920;99.97162
25.87934;279.4800;1.752685;13.11642;-0.2769782;-2.804306;100.0054
25.88767;279.5638;1.752457;13.11494;-0.2771849;-2.806588;100.0103
25.89600;279.6436;1.752234;13.11304;-0.2774070;-2.809024;100.0117
25.90434;279.7276;1.751976;13.11151;-0.2776159;-2.811324;99.95988
25.91266;279.8105;1.751800;13.11022;-0.2778125;-2.813500;99.98866
25.92100;279.8931;1.751547;13.10922;-0.2779949;-2.815535;99.97566
25.92934;279.9758;1.751378;13.10772;-0.2782010;-2.817810;100.0814
25.93766;280.0551;1.751162;13.10635;-0.2783971;-2.819982;99.97601
25.94600;280.1408;1.750984;13.10500;-0.2785990;-2.822212;99.99038
25.95434;280.2241;1.750763;13.10315;-0.2788220;-2.824658;99.99210
25.96267;280.3060;1.750542;13.10193;-0.2790134;-2.826784;100.0137
25.97100;280.3897;1.750307;13.10040;-0.2792215;-2.829078;99.95489
25.97934;280.4738;1.750052;13.09943;-0.2794033;-2.831107;100.0302
25.98767;280.5578;1.749843;13.09808;-0.2796030;-2.833318;99.99209
25.99600;280.6414;1.749603;13.09585;-0.2798439;-2.835947;100.0174
26.00434;280.7219;1.749394;13.09317;-0.2801018;-2.838749;100.0271
26.01267;280.8046;1.749118;13.09121;-0.2803285;-2.841234;99.97931
26.02100;280.8882;1.748871;13.08823;-0.2806040;-2.844214;99.95889
26.02934;280.9736;1.748627;13.08592;-0.2808502;-2.846899;100.0405
26.03766;281.0582;1.748402;13.08345;-0.2811028;-2.849649;100.0190
26.04600;281.1400;1.748148;13.08036;-0.2813811;-2.852660;99.97020
26.05434;281.2238;1.747918;13.07780;-0.2816370;-2.855444;100.0206
26.06266;281.3068;1.747690;13.07444;-0.2819287;-2.858591;99.98163
26.07100;281.3872;1.747436;13.07112;-0.2822159;-2.861693;99.98043
26.07934;281.4686;1.747176;13.06795;-0.2824972;-2.864734;100.0259
26.08767;281.5510;1.746943;13.06480;-0.2827783;-2.867773;100.0375
26.09600;281.6380;1.746695;13.06124;-0.2830836;-2.871060;99.93920
26.10434;281.7205;1.746481;13.05811;-0.2833636;-2.874090;100.0348
26.11267;281.8033;1.746263;13.05394;-0.2836922;-2.877615;99.98340
