Создан как новый массив данных;Образец 013 полученный BalashovM Дата четверг, апреля 20 2023
cm-1;A
1230,00;0,0498
1229,00;0,0497
1228,00;0,0496
1227,00;0,0495
1226,00;0,0494
1225,00;0,0492
1224,00;0,0490
1223,00;0,0488
1222,00;0,0487
1221,00;0,0487
1220,00;0,0488
1219,00;0,0489
1218,00;0,0490
1217,00;0,0490
1216,00;0,0490
1215,00;0,0490
1214,00;0,0489
1213,00;0,0489
1212,00;0,0490
1211,00;0,0490
1210,00;0,0491
1209,00;0,0492
1208,00;0,0492
1207,00;0,0493
1206,00;0,0494
1205,00;0,0495
1204,00;0,0495
1203,00;0,0496
1202,00;0,0497
1201,00;0,0498
1200,00;0,0498
1199,00;0,0498
1198,00;0,0498
1197,00;0,0498
1196,00;0,0497
1195,00;0,0496
1194,00;0,0494
1193,00;0,0493
1192,00;0,0491
1191,00;0,0489
1190,00;0,0487
1189,00;0,0486
1188,00;0,0485
1187,00;0,0485
1186,00;0,0484
1185,00;0,0483
1184,00;0,0483
1183,00;0,0483
1182,00;0,0483
1181,00;0,0484
1180,00;0,0485
1179,00;0,0487
1178,00;0,0487
1177,00;0,0488
1176,00;0,0488
1175,00;0,0488
1174,00;0,0488
1173,00;0,0487
1172,00;0,0486
1171,00;0,0484
1170,00;0,0481
1169,00;0,0477
1168,00;0,0472
1167,00;0,0468
1166,00;0,0462
1165,00;0,0456
1164,00;0,0450
1163,00;0,0443
1162,00;0,0435
1161,00;0,0427
1160,00;0,0419
1159,00;0,0412
1158,00;0,0405
1157,00;0,0399
1156,00;0,0393
1155,00;0,0387
1154,00;0,0381
1153,00;0,0375
1152,00;0,0371
1151,00;0,0366
1150,00;0,0363
1149,00;0,0359
1148,00;0,0356
1147,00;0,0354
1146,00;0,0351
1145,00;0,0349
1144,00;0,0346
1143,00;0,0343
1142,00;0,0339
1141,00;0,0335
1140,00;0,0330
1139,00;0,0326
1138,00;0,0323
1137,00;0,0319
1136,00;0,0316
1135,00;0,0314
1134,00;0,0312
1133,00;0,0311
1132,00;0,0311
1131,00;0,0312
1130,00;0,0315
1129,00;0,0320
1128,00;0,0326
1127,00;0,0335
1126,00;0,0344
1125,00;0,0354
1124,00;0,0365
1123,00;0,0375
1122,00;0,0385
1121,00;0,0393
1120,00;0,0398
1119,00;0,0402
1118,00;0,0403
1117,00;0,0402
1116,00;0,0398
1115,00;0,0393
1114,00;0,0387
1113,00;0,0379
1112,00;0,0372
1111,00;0,0364
1110,00;0,0357
1109,00;0,0349
1108,00;0,0343
1107,00;0,0338
1106,00;0,0334
1105,00;0,0332
1104,00;0,0331
1103,00;0,0333
1102,00;0,0336
1101,00;0,0340
1100,00;0,0345
1099,00;0,0351
1098,00;0,0357
1097,00;0,0362
1096,00;0,0365
1095,00;0,0368
1094,00;0,0369
1093,00;0,0368
1092,00;0,0368
1091,00;0,0366
1090,00;0,0365
1089,00;0,0363
1088,00;0,0362
1087,00;0,0360
1086,00;0,0358
1085,00;0,0356
1084,00;0,0353
1083,00;0,0349
1082,00;0,0345
1081,00;0,0341
1080,00;0,0336
1079,00;0,0332
1078,00;0,0327
1077,00;0,0322
1076,00;0,0316
1075,00;0,0312
1074,00;0,0308
1073,00;0,0304
1072,00;0,0302
1071,00;0,0299
1070,00;0,0297
1069,00;0,0294
1068,00;0,0293
1067,00;0,0292
1066,00;0,0291
1065,00;0,0291
1064,00;0,0291
1063,00;0,0290
1062,00;0,0289
1061,00;0,0288
1060,00;0,0287
1059,00;0,0287
1058,00;0,0286
1057,00;0,0285
1056,00;0,0284
1055,00;0,0283
1054,00;0,0282
1053,00;0,0281
1052,00;0,0280
1051,00;0,0278
1050,00;0,0277
1049,00;0,0276
1048,00;0,0275
1047,00;0,0274
1046,00;0,0273
1045,00;0,0272
1044,00;0,0272
1043,00;0,0272
1042,00;0,0273
1041,00;0,0274
1040,00;0,0274
1039,00;0,0274
1038,00;0,0275
1037,00;0,0276
1036,00;0,0277
1035,00;0,0277
1034,00;0,0278
1033,00;0,0278
1032,00;0,0277
1031,00;0,0278
1030,00;0,0278
1029,00;0,0279
1028,00;0,0280
1027,00;0,0280
1026,00;0,0281
1025,00;0,0282
1024,00;0,0284
1023,00;0,0285
1022,00;0,0286
1021,00;0,0287
1020,00;0,0289
1019,00;0,0290
1018,00;0,0292
1017,00;0,0292
1016,00;0,0293
1015,00;0,0294
1014,00;0,0294
1013,00;0,0295
1012,00;0,0295
1011,00;0,0295
1010,00;0,0295
1009,00;0,0294
1008,00;0,0293
1007,00;0,0292
1006,00;0,0292
1005,00;0,0291
1004,00;0,0291
1003,00;0,0291
1002,00;0,0290
1001,00;0,0290
1000,00;0,0290
999,00;0,0291
998,00;0,0291
997,00;0,0292
996,00;0,0293
995,00;0,0293
994,00;0,0294
993,00;0,0295
992,00;0,0296
991,00;0,0297
990,00;0,0299
989,00;0,0302
988,00;0,0304
987,00;0,0306
986,00;0,0309
985,00;0,0310
984,00;0,0312
983,00;0,0315
982,00;0,0318
981,00;0,0321
980,00;0,0325
979,00;0,0329
978,00;0,0333
977,00;0,0338
976,00;0,0344
975,00;0,0351
974,00;0,0358
973,00;0,0366
972,00;0,0374
971,00;0,0382
970,00;0,0390
969,00;0,0397
968,00;0,0403
967,00;0,0405
966,00;0,0404
965,00;0,0400
964,00;0,0392
963,00;0,0382
962,00;0,0371
961,00;0,0361
960,00;0,0351
959,00;0,0344
958,00;0,0338
957,00;0,0334
956,00;0,0331
955,00;0,0328
954,00;0,0327
953,00;0,0326
952,00;0,0326
951,00;0,0327
950,00;0,0328
949,00;0,0329
948,00;0,0329
947,00;0,0330
946,00;0,0331
945,00;0,0332
944,00;0,0333
943,00;0,0334
942,00;0,0334
941,00;0,0334
940,00;0,0334
939,00;0,0334
938,00;0,0334
937,00;0,0334
936,00;0,0333
935,00;0,0332
934,00;0,0331
933,00;0,0329
932,00;0,0328
931,00;0,0327
930,00;0,0326
929,00;0,0325
928,00;0,0323
927,00;0,0322
926,00;0,0322
925,00;0,0321
924,00;0,0320
923,00;0,0319
922,00;0,0319
921,00;0,0318
920,00;0,0317
919,00;0,0317
918,00;0,0316
917,00;0,0316
916,00;0,0315
915,00;0,0315
914,00;0,0314
913,00;0,0313
912,00;0,0312
911,00;0,0312
910,00;0,0311
909,00;0,0311
908,00;0,0311
907,00;0,0311
906,00;0,0310
905,00;0,0309
904,00;0,0307
903,00;0,0306
902,00;0,0304
901,00;0,0302
900,00;0,0301
899,00;0,0300
898,00;0,0300
897,00;0,0300
896,00;0,0299
895,00;0,0300
894,00;0,0301
893,00;0,0302
892,00;0,0303
891,00;0,0304
890,00;0,0304
889,00;0,0303
888,00;0,0303
887,00;0,0302
886,00;0,0301
885,00;0,0301
884,00;0,0301
883,00;0,0301
882,00;0,0301
881,00;0,0300
880,00;0,0300
879,00;0,0299
878,00;0,0299
877,00;0,0299
876,00;0,0298
875,00;0,0297
874,00;0,0297
873,00;0,0296
872,00;0,0295
871,00;0,0294
870,00;0,0293
869,00;0,0292
868,00;0,0290
867,00;0,0288
866,00;0,0287
865,00;0,0285
864,00;0,0285
863,00;0,0285
862,00;0,0286
861,00;0,0287
860,00;0,0287
859,00;0,0287
858,00;0,0287
857,00;0,0287
856,00;0,0287
855,00;0,0287
854,00;0,0286
853,00;0,0285
852,00;0,0284
851,00;0,0284
850,00;0,0283
849,00;0,0282
848,00;0,0281
847,00;0,0280
846,00;0,0279
845,00;0,0278
844,00;0,0277
843,00;0,0276
842,00;0,0276
841,00;0,0277
840,00;0,0277
839,00;0,0276
838,00;0,0275
837,00;0,0273
836,00;0,0273
835,00;0,0273
834,00;0,0273
833,00;0,0273
832,00;0,0272
831,00;0,0271
830,00;0,0270
829,00;0,0270
828,00;0,0271
827,00;0,0271
826,00;0,0271
825,00;0,0271
824,00;0,0271
823,00;0,0271
822,00;0,0271
821,00;0,0270
820,00;0,0269
819,00;0,0269
818,00;0,0269
817,00;0,0269
816,00;0,0270
815,00;0,0271
814,00;0,0271
813,00;0,0270
812,00;0,0270
811,00;0,0271
810,00;0,0272
809,00;0,0272
808,00;0,0271
807,00;0,0269
806,00;0,0268
805,00;0,0267
804,00;0,0267
803,00;0,0268
802,00;0,0270
801,00;0,0271
800,00;0,0272
799,00;0,0273
798,00;0,0275
797,00;0,0277
796,00;0,0278
795,00;0,0280
794,00;0,0281
793,00;0,0283
792,00;0,0285
791,00;0,0288
790,00;0,0291
789,00;0,0294
788,00;0,0296
787,00;0,0296
786,00;0,0297
785,00;0,0298
784,00;0,0299
783,00;0,0300
782,00;0,0302
781,00;0,0305
780,00;0,0308
779,00;0,0311
778,00;0,0314
777,00;0,0317
776,00;0,0319
775,00;0,0322
774,00;0,0326
773,00;0,0331
772,00;0,0335
771,00;0,0340
770,00;0,0344
769,00;0,0347
768,00;0,0351
767,00;0,0356
766,00;0,0360
765,00;0,0364
764,00;0,0367
763,00;0,0370
762,00;0,0372
761,00;0,0373
760,00;0,0376
759,00;0,0379
758,00;0,0381
757,00;0,0383
756,00;0,0385
755,00;0,0388
754,00;0,0391
753,00;0,0396
752,00;0,0401
751,00;0,0407
750,00;0,0412
749,00;0,0418
748,00;0,0426
747,00;0,0434
746,00;0,0443
745,00;0,0452
744,00;0,0462
743,00;0,0471
742,00;0,0482
741,00;0,0493
740,00;0,0506
739,00;0,0521
738,00;0,0536
737,00;0,0553
736,00;0,0571
735,00;0,0591
734,00;0,0612
733,00;0,0634
732,00;0,0658
731,00;0,0684
730,00;0,0711
729,00;0,0738
728,00;0,0766
727,00;0,0795
726,00;0,0823
725,00;0,0850
724,00;0,0871
723,00;0,0884
722,00;0,0886
721,00;0,0877
720,00;0,0858
719,00;0,0833
718,00;0,0807
717,00;0,0781
716,00;0,0758
715,00;0,0739
714,00;0,0723
713,00;0,0708
712,00;0,0696
711,00;0,0684
710,00;0,0673
709,00;0,0663
708,00;0,0654
707,00;0,0646
706,00;0,0638
705,00;0,0632
704,00;0,0627
703,00;0,0621
702,00;0,0616
701,00;0,0610
700,00;0,0604
699,00;0,0600
698,00;0,0596
697,00;0,0592
696,00;0,0589
695,00;0,0585
694,00;0,0580
693,00;0,0575
692,00;0,0570
691,00;0,0566
690,00;0,0561
689,00;0,0557
688,00;0,0553
687,00;0,0550
686,00;0,0547
685,00;0,0546
684,00;0,0544
683,00;0,0544
682,00;0,0544
681,00;0,0545
680,00;0,0545
679,00;0,0546
678,00;0,0547
677,00;0,0549
676,00;0,0552
675,00;0,0556
674,00;0,0559
673,00;0,0561
672,00;0,0562
671,00;0,0563
670,00;0,0564
669,00;0,0565
668,00;0,0567
667,00;0,0570
666,00;0,0571
665,00;0,0570
664,00;0,0567
663,00;0,0565
662,00;0,0563
661,00;0,0562
660,00;0,0562
659,00;0,0561
658,00;0,0561
657,00;0,0561
656,00;0,0562
655,00;0,0564
654,00;0,0567
653,00;0,0571
652,00;0,0576
651,00;0,0582
650,00;0,0588
649,00;0,0593
648,00;0,0596
647,00;0,0601
646,00;0,0606
645,00;0,0611
644,00;0,0616
643,00;0,0621
642,00;0,0626
641,00;0,0630
640,00;0,0634
639,00;0,0638
638,00;0,0644
637,00;0,0649
636,00;0,0655
635,00;0,0662
634,00;0,0670
633,00;0,0680
632,00;0,0691
631,00;0,0700
630,00;0,0709
629,00;0,0717
628,00;0,0726
627,00;0,0736
626,00;0,0748
625,00;0,0761
624,00;0,0773
623,00;0,0784
622,00;0,0795
621,00;0,0805
620,00;0,0814
619,00;0,0823
618,00;0,0831
617,00;0,0837
616,00;0,0844
615,00;0,0851
614,00;0,0858
613,00;0,0863
612,00;0,0868
611,00;0,0873
610,00;0,0877
609,00;0,0880
608,00;0,0883
607,00;0,0884
606,00;0,0882
605,00;0,0880
604,00;0,0876
603,00;0,0873
602,00;0,0869
601,00;0,0865
600,00;0,0859
599,00;0,0853
598,00;0,0846
597,00;0,0839
596,00;0,0833
595,00;0,0826
594,00;0,0821
593,00;0,0819
592,00;0,0817
591,00;0,0816
590,00;0,0814
589,00;0,0813
588,00;0,0814
587,00;0,0815
586,00;0,0817
585,00;0,0818
584,00;0,0817
583,00;0,0816
582,00;0,0814
581,00;0,0814
580,00;0,0813
579,00;0,0813
578,00;0,0811
577,00;0,0807
576,00;0,0801
575,00;0,0792
574,00;0,0782
573,00;0,0772
572,00;0,0762
571,00;0,0753
570,00;0,0741
569,00;0,0727
568,00;0,0713
567,00;0,0700
566,00;0,0690
565,00;0,0681
564,00;0,0672
563,00;0,0661
562,00;0,0648
561,00;0,0636
560,00;0,0627
559,00;0,0619
558,00;0,0613
557,00;0,0605
556,00;0,0595
555,00;0,0586
554,00;0,0578
553,00;0,0572
552,00;0,0568
551,00;0,0564
550,00;0,0558
549,00;0,0552
548,00;0,0546
547,00;0,0543
546,00;0,0540
545,00;0,0538
544,00;0,0536
543,00;0,0534
542,00;0,0530
541,00;0,0526
540,00;0,0523
539,00;0,0522
538,00;0,0522
537,00;0,0523
536,00;0,0522
535,00;0,0520
534,00;0,0516
533,00;0,0512
532,00;0,0510
531,00;0,0511
530,00;0,0515
529,00;0,0519
528,00;0,0523
527,00;0,0526
526,00;0,0527
525,00;0,0526
524,00;0,0525
523,00;0,0525
522,00;0,0527
521,00;0,0530
520,00;0,0533
519,00;0,0535
518,00;0,0536
517,00;0,0535
516,00;0,0535
515,00;0,0535
514,00;0,0534
513,00;0,0531
512,00;0,0527
511,00;0,0523
510,00;0,0520
509,00;0,0520
508,00;0,0521
507,00;0,0522
506,00;0,0521
505,00;0,0516
504,00;0,0509
503,00;0,0501
502,00;0,0494
501,00;0,0490
500,00;0,0488
499,00;0,0488
498,00;0,0488
497,00;0,0487
496,00;0,0486
495,00;0,0485
494,00;0,0487
493,00;0,0489
492,00;0,0491
491,00;0,0491
490,00;0,0489
489,00;0,0487
488,00;0,0486
487,00;0,0486
486,00;0,0488
485,00;0,0491
484,00;0,0496
483,00;0,0499
482,00;0,0499
481,00;0,0496
480,00;0,0494
479,00;0,0494
478,00;0,0496
477,00;0,0498
476,00;0,0498
475,00;0,0500
474,00;0,0502
473,00;0,0506
472,00;0,0510
471,00;0,0512
470,00;0,0511
469,00;0,0506
468,00;0,0500
467,00;0,0494
466,00;0,0488
465,00;0,0482
464,00;0,0474
463,00;0,0468
462,00;0,0466
461,00;0,0470
460,00;0,0477
459,00;0,0486
458,00;0,0491
457,00;0,0494
456,00;0,0496
455,00;0,0502
454,00;0,0511
453,00;0,0519
452,00;0,0523
451,00;0,0526
450,00;0,0533
449,00;0,0541
448,00;0,0546
447,00;0,0548
446,00;0,0550
445,00;0,0553
444,00;0,0558
443,00;0,0564
442,00;0,0571
441,00;0,0576
440,00;0,0579
439,00;0,0584
438,00;0,0593
437,00;0,0604
436,00;0,0615
435,00;0,0626
434,00;0,0638
433,00;0,0650
432,00;0,0659
431,00;0,0666
430,00;0,0673
429,00;0,0682
428,00;0,0693
427,00;0,0698
426,00;0,0698
425,00;0,0701
424,00;0,0712
423,00;0,0730
422,00;0,0747
421,00;0,0757
420,00;0,0767
419,00;0,0785
418,00;0,0813
417,00;0,0837
416,00;0,0844
415,00;0,0838
414,00;0,0827
413,00;0,0822
412,00;0,0828
411,00;0,0843
410,00;0,0862
409,00;0,0879
408,00;0,0893
407,00;0,0901
406,00;0,0900
405,00;0,0898
404,00;0,0901
403,00;0,0913
402,00;0,0929
401,00;0,0939
400,00;0,0940
