Создан как новый массив данных;Образец 006 полученный BalashovM Дата понедельник, апреля 12 2021
cm-1;A
1225,00;0,0333
1224,00;0,0331
1223,00;0,0330
1222,00;0,0328
1221,00;0,0326
1220,00;0,0324
1219,00;0,0322
1218,00;0,0320
1217,00;0,0318
1216,00;0,0316
1215,00;0,0315
1214,00;0,0313
1213,00;0,0312
1212,00;0,0310
1211,00;0,0308
1210,00;0,0307
1209,00;0,0305
1208,00;0,0304
1207,00;0,0303
1206,00;0,0301
1205,00;0,0300
1204,00;0,0298
1203,00;0,0297
1202,00;0,0296
1201,00;0,0294
1200,00;0,0293
1199,00;0,0293
1198,00;0,0292
1197,00;0,0290
1196,00;0,0289
1195,00;0,0288
1194,00;0,0287
1193,00;0,0286
1192,00;0,0285
1191,00;0,0284
1190,00;0,0282
1189,00;0,0281
1188,00;0,0280
1187,00;0,0279
1186,00;0,0278
1185,00;0,0277
1184,00;0,0276
1183,00;0,0275
1182,00;0,0274
1181,00;0,0272
1180,00;0,0271
1179,00;0,0270
1178,00;0,0269
1177,00;0,0268
1176,00;0,0267
1175,00;0,0266
1174,00;0,0265
1173,00;0,0264
1172,00;0,0263
1171,00;0,0262
1170,00;0,0261
1169,00;0,0260
1168,00;0,0259
1167,00;0,0258
1166,00;0,0257
1165,00;0,0256
1164,00;0,0255
1163,00;0,0254
1162,00;0,0253
1161,00;0,0252
1160,00;0,0251
1159,00;0,0250
1158,00;0,0249
1157,00;0,0247
1156,00;0,0246
1155,00;0,0245
1154,00;0,0244
1153,00;0,0243
1152,00;0,0241
1151,00;0,0240
1150,00;0,0239
1149,00;0,0238
1148,00;0,0237
1147,00;0,0236
1146,00;0,0235
1145,00;0,0235
1144,00;0,0234
1143,00;0,0233
1142,00;0,0232
1141,00;0,0232
1140,00;0,0231
1139,00;0,0231
1138,00;0,0230
1137,00;0,0230
1136,00;0,0229
1135,00;0,0228
1134,00;0,0226
1133,00;0,0225
1132,00;0,0224
1131,00;0,0224
1130,00;0,0223
1129,00;0,0222
1128,00;0,0222
1127,00;0,0221
1126,00;0,0220
1125,00;0,0218
1124,00;0,0217
1123,00;0,0216
1122,00;0,0215
1121,00;0,0214
1120,00;0,0212
1119,00;0,0211
1118,00;0,0209
1117,00;0,0207
1116,00;0,0205
1115,00;0,0204
1114,00;0,0202
1113,00;0,0200
1112,00;0,0199
1111,00;0,0197
1110,00;0,0195
1109,00;0,0193
1108,00;0,0191
1107,00;0,0189
1106,00;0,0188
1105,00;0,0186
1104,00;0,0184
1103,00;0,0183
1102,00;0,0181
1101,00;0,0180
1100,00;0,0178
1099,00;0,0177
1098,00;0,0176
1097,00;0,0174
1096,00;0,0173
1095,00;0,0171
1094,00;0,0169
1093,00;0,0168
1092,00;0,0166
1091,00;0,0164
1090,00;0,0163
1089,00;0,0161
1088,00;0,0159
1087,00;0,0158
1086,00;0,0156
1085,00;0,0154
1084,00;0,0153
1083,00;0,0151
1082,00;0,0150
1081,00;0,0149
1080,00;0,0149
1079,00;0,0148
1078,00;0,0147
1077,00;0,0146
1076,00;0,0146
1075,00;0,0146
1074,00;0,0146
1073,00;0,0146
1072,00;0,0147
1071,00;0,0148
1070,00;0,0149
1069,00;0,0150
1068,00;0,0149
1067,00;0,0149
1066,00;0,0149
1065,00;0,0150
1064,00;0,0151
1063,00;0,0151
1062,00;0,0152
1061,00;0,0152
1060,00;0,0152
1059,00;0,0152
1058,00;0,0153
1057,00;0,0154
1056,00;0,0154
1055,00;0,0153
1054,00;0,0151
1053,00;0,0148
1052,00;0,0145
1051,00;0,0142
1050,00;0,0138
1049,00;0,0134
1048,00;0,0131
1047,00;0,0129
1046,00;0,0126
1045,00;0,0125
1044,00;0,0123
1043,00;0,0122
1042,00;0,0121
1041,00;0,0120
1040,00;0,0119
1039,00;0,0118
1038,00;0,0117
1037,00;0,0116
1036,00;0,0115
1035,00;0,0115
1034,00;0,0114
1033,00;0,0114
1032,00;0,0113
1031,00;0,0112
1030,00;0,0111
1029,00;0,0110
1028,00;0,0109
1027,00;0,0108
1026,00;0,0108
1025,00;0,0107
1024,00;0,0107
1023,00;0,0106
1022,00;0,0105
1021,00;0,0104
1020,00;0,0104
1019,00;0,0103
1018,00;0,0102
1017,00;0,0101
1016,00;0,0101
1015,00;0,0100
1014,00;0,0100
1013,00;0,0100
1012,00;0,0100
1011,00;0,0099
1010,00;0,0099
1009,00;0,0098
1008,00;0,0098
1007,00;0,0098
1006,00;0,0097
1005,00;0,0097
1004,00;0,0097
1003,00;0,0097
1002,00;0,0097
1001,00;0,0097
1000,00;0,0096
999,00;0,0095
998,00;0,0095
997,00;0,0095
996,00;0,0095
995,00;0,0094
994,00;0,0094
993,00;0,0094
992,00;0,0094
991,00;0,0094
990,00;0,0094
989,00;0,0093
988,00;0,0093
987,00;0,0092
986,00;0,0091
985,00;0,0091
984,00;0,0090
983,00;0,0090
982,00;0,0089
981,00;0,0089
980,00;0,0089
979,00;0,0088
978,00;0,0088
977,00;0,0088
976,00;0,0088
975,00;0,0087
974,00;0,0087
973,00;0,0086
972,00;0,0086
971,00;0,0085
970,00;0,0085
969,00;0,0085
968,00;0,0085
967,00;0,0085
966,00;0,0085
965,00;0,0085
964,00;0,0085
963,00;0,0084
962,00;0,0084
961,00;0,0084
960,00;0,0084
959,00;0,0084
958,00;0,0084
957,00;0,0084
956,00;0,0084
955,00;0,0084
954,00;0,0084
953,00;0,0084
952,00;0,0084
951,00;0,0084
950,00;0,0083
949,00;0,0084
948,00;0,0084
947,00;0,0084
946,00;0,0084
945,00;0,0084
944,00;0,0084
943,00;0,0084
942,00;0,0084
941,00;0,0084
940,00;0,0084
939,00;0,0084
938,00;0,0084
937,00;0,0084
936,00;0,0084
935,00;0,0084
934,00;0,0084
933,00;0,0084
932,00;0,0084
931,00;0,0084
930,00;0,0084
929,00;0,0084
928,00;0,0084
927,00;0,0084
926,00;0,0084
925,00;0,0084
924,00;0,0084
923,00;0,0084
922,00;0,0084
921,00;0,0084
920,00;0,0084
919,00;0,0084
918,00;0,0084
917,00;0,0084
916,00;0,0084
915,00;0,0084
914,00;0,0084
913,00;0,0084
912,00;0,0084
911,00;0,0084
910,00;0,0084
909,00;0,0085
908,00;0,0085
907,00;0,0086
906,00;0,0086
905,00;0,0088
904,00;0,0089
903,00;0,0090
902,00;0,0091
901,00;0,0092
900,00;0,0092
899,00;0,0093
898,00;0,0095
897,00;0,0096
896,00;0,0097
895,00;0,0098
894,00;0,0099
893,00;0,0100
892,00;0,0102
891,00;0,0104
890,00;0,0106
889,00;0,0108
888,00;0,0110
887,00;0,0113
886,00;0,0115
885,00;0,0116
884,00;0,0119
883,00;0,0121
882,00;0,0123
881,00;0,0125
880,00;0,0127
879,00;0,0130
878,00;0,0132
877,00;0,0134
876,00;0,0137
875,00;0,0139
874,00;0,0141
873,00;0,0143
872,00;0,0145
871,00;0,0146
870,00;0,0147
869,00;0,0149
868,00;0,0150
867,00;0,0152
866,00;0,0154
865,00;0,0154
864,00;0,0154
863,00;0,0154
862,00;0,0154
861,00;0,0153
860,00;0,0153
859,00;0,0153
858,00;0,0152
857,00;0,0151
856,00;0,0151
855,00;0,0151
854,00;0,0150
853,00;0,0149
852,00;0,0148
851,00;0,0147
850,00;0,0146
849,00;0,0146
848,00;0,0145
847,00;0,0145
846,00;0,0144
845,00;0,0143
844,00;0,0143
843,00;0,0143
842,00;0,0143
841,00;0,0144
840,00;0,0143
839,00;0,0143
838,00;0,0143
837,00;0,0144
836,00;0,0145
835,00;0,0146
834,00;0,0148
833,00;0,0150
832,00;0,0152
831,00;0,0154
830,00;0,0156
829,00;0,0158
828,00;0,0160
827,00;0,0162
826,00;0,0164
825,00;0,0166
824,00;0,0169
823,00;0,0171
822,00;0,0173
821,00;0,0175
820,00;0,0177
819,00;0,0178
818,00;0,0180
817,00;0,0181
816,00;0,0182
815,00;0,0182
814,00;0,0182
813,00;0,0182
812,00;0,0182
811,00;0,0182
810,00;0,0181
809,00;0,0181
808,00;0,0181
807,00;0,0181
806,00;0,0182
805,00;0,0183
804,00;0,0184
803,00;0,0186
802,00;0,0188
801,00;0,0191
800,00;0,0195
799,00;0,0201
798,00;0,0208
797,00;0,0217
796,00;0,0228
795,00;0,0243
794,00;0,0263
793,00;0,0288
792,00;0,0318
791,00;0,0352
790,00;0,0383
789,00;0,0407
788,00;0,0418
787,00;0,0414
786,00;0,0397
785,00;0,0373
784,00;0,0346
783,00;0,0322
782,00;0,0300
781,00;0,0283
780,00;0,0269
779,00;0,0259
778,00;0,0254
777,00;0,0253
776,00;0,0259
775,00;0,0274
774,00;0,0299
773,00;0,0338
772,00;0,0387
771,00;0,0444
770,00;0,0504
769,00;0,0565
768,00;0,0631
767,00;0,0700
766,00;0,0772
765,00;0,0839
764,00;0,0902
763,00;0,0969
762,00;0,1049
761,00;0,1142
760,00;0,1225
759,00;0,1268
758,00;0,1250
757,00;0,1175
756,00;0,1070
755,00;0,0961
754,00;0,0868
753,00;0,0793
752,00;0,0731
751,00;0,0675
750,00;0,0621
749,00;0,0568
748,00;0,0518
747,00;0,0474
746,00;0,0435
745,00;0,0402
744,00;0,0375
743,00;0,0351
742,00;0,0330
741,00;0,0313
740,00;0,0298
739,00;0,0286
738,00;0,0274
737,00;0,0264
736,00;0,0253
735,00;0,0244
734,00;0,0235
733,00;0,0226
732,00;0,0218
731,00;0,0211
730,00;0,0204
729,00;0,0198
728,00;0,0193
727,00;0,0188
726,00;0,0183
725,00;0,0178
724,00;0,0173
723,00;0,0170
722,00;0,0167
721,00;0,0164
720,00;0,0161
719,00;0,0158
718,00;0,0155
717,00;0,0154
716,00;0,0152
715,00;0,0150
714,00;0,0147
713,00;0,0145
712,00;0,0144
711,00;0,0143
710,00;0,0142
709,00;0,0141
708,00;0,0140
707,00;0,0140
706,00;0,0139
705,00;0,0139
704,00;0,0139
703,00;0,0139
702,00;0,0139
701,00;0,0139
700,00;0,0139
699,00;0,0139
698,00;0,0138
697,00;0,0137
696,00;0,0137
695,00;0,0137
694,00;0,0136
693,00;0,0136
692,00;0,0137
691,00;0,0138
690,00;0,0139
689,00;0,0140
688,00;0,0141
687,00;0,0141
686,00;0,0141
685,00;0,0142
684,00;0,0144
683,00;0,0147
682,00;0,0149
681,00;0,0149
680,00;0,0149
679,00;0,0150
678,00;0,0150
677,00;0,0151
676,00;0,0152
675,00;0,0153
674,00;0,0154
673,00;0,0155
672,00;0,0157
671,00;0,0158
670,00;0,0158
669,00;0,0158
668,00;0,0159
667,00;0,0160
666,00;0,0161
665,00;0,0163
664,00;0,0167
663,00;0,0170
662,00;0,0172
661,00;0,0173
660,00;0,0174
659,00;0,0176
658,00;0,0178
657,00;0,0180
656,00;0,0183
655,00;0,0186
654,00;0,0190
653,00;0,0195
652,00;0,0200
651,00;0,0206
650,00;0,0212
649,00;0,0219
648,00;0,0228
647,00;0,0239
646,00;0,0250
645,00;0,0263
644,00;0,0277
643,00;0,0294
642,00;0,0314
641,00;0,0337
640,00;0,0360
639,00;0,0383
638,00;0,0407
637,00;0,0432
636,00;0,0458
635,00;0,0484
634,00;0,0508
633,00;0,0530
632,00;0,0550
631,00;0,0569
630,00;0,0585
629,00;0,0602
628,00;0,0618
627,00;0,0632
626,00;0,0645
625,00;0,0657
624,00;0,0670
623,00;0,0683
622,00;0,0696
621,00;0,0710
620,00;0,0723
619,00;0,0736
618,00;0,0747
617,00;0,0757
616,00;0,0767
615,00;0,0774
614,00;0,0778
613,00;0,0780
612,00;0,0781
611,00;0,0781
610,00;0,0777
609,00;0,0773
608,00;0,0768
607,00;0,0764
606,00;0,0758
605,00;0,0752
604,00;0,0747
603,00;0,0743
602,00;0,0737
601,00;0,0732
600,00;0,0726
599,00;0,0720
598,00;0,0713
597,00;0,0706
596,00;0,0699
595,00;0,0690
594,00;0,0680
593,00;0,0670
592,00;0,0663
591,00;0,0658
590,00;0,0654
589,00;0,0650
588,00;0,0647
587,00;0,0644
586,00;0,0642
585,00;0,0644
584,00;0,0649
583,00;0,0658
582,00;0,0668
581,00;0,0678
580,00;0,0690
579,00;0,0703
578,00;0,0716
577,00;0,0731
576,00;0,0749
575,00;0,0768
574,00;0,0785
573,00;0,0799
572,00;0,0811
571,00;0,0823
570,00;0,0835
569,00;0,0851
568,00;0,0868
567,00;0,0883
566,00;0,0895
565,00;0,0907
564,00;0,0922
563,00;0,0938
562,00;0,0954
561,00;0,0970
560,00;0,0985
559,00;0,1000
558,00;0,1014
557,00;0,1027
556,00;0,1039
555,00;0,1048
554,00;0,1052
553,00;0,1054
552,00;0,1054
551,00;0,1048
550,00;0,1036
549,00;0,1018
548,00;0,0996
547,00;0,0967
546,00;0,0934
545,00;0,0899
544,00;0,0864
543,00;0,0827
542,00;0,0786
541,00;0,0742
540,00;0,0697
539,00;0,0654
538,00;0,0612
537,00;0,0573
536,00;0,0537
535,00;0,0503
534,00;0,0473
533,00;0,0445
532,00;0,0419
531,00;0,0394
530,00;0,0370
529,00;0,0349
528,00;0,0331
527,00;0,0314
526,00;0,0295
525,00;0,0278
524,00;0,0262
523,00;0,0249
522,00;0,0237
521,00;0,0226
520,00;0,0216
519,00;0,0203
518,00;0,0190
517,00;0,0177
516,00;0,0166
515,00;0,0157
514,00;0,0149
513,00;0,0143
512,00;0,0137
511,00;0,0131
510,00;0,0124
509,00;0,0119
508,00;0,0115
507,00;0,0110
506,00;0,0104
505,00;0,0099
504,00;0,0095
503,00;0,0092
502,00;0,0088
501,00;0,0085
500,00;0,0083
